,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
1392,Compulsory school,2,18,3,14,100% Green energy & 20% lower than current,0.021645021645021644
1393,Compulsory school,2,18,3,14,100% Green energy & same as current,0.012987012987012988
1394,Compulsory school,2,18,3,14,100% Green energy & 20% higher than current,0.012987012987012988
1395,Compulsory school,3,11,1,14,60% Green energy & 20% lower than current,0.008658008658008658
1396,Compulsory school,3,11,1,14,60% Green energy & same as current,0.017316017316017316
1397,Compulsory school,3,11,1,14,60% Green energy & 20% higher than current,0.021645021645021644
1398,Compulsory school,3,11,1,14,80% Green energy & 20% lower than current,0.030303030303030304
1399,Compulsory school,3,11,1,14,80% Green energy & same as current,0.021645021645021644
1400,Compulsory school,3,11,1,14,80% Green energy & 20% higher than current,0.025974025974025976
1401,Compulsory school,3,11,1,14,100% Green energy & 20% lower than current,0.021645021645021644
1402,Compulsory school,3,11,1,14,100% Green energy & same as current,0.012987012987012988
1403,Compulsory school,3,11,1,14,100% Green energy & 20% higher than current,0.012987012987012988
1404,Compulsory school,3,11,2,12,60% Green energy & 20% lower than current,0.008658008658008658
1405,Compulsory school,3,11,2,12,60% Green energy & same as current,0.017316017316017316
1406,Compulsory school,3,11,2,12,60% Green energy & 20% higher than current,0.021645021645021644
1407,Compulsory school,3,11,2,12,80% Green energy & 20% lower than current,0.030303030303030304
1408,Compulsory school,3,11,2,12,80% Green energy & same as current,0.021645021645021644
1409,Compulsory school,3,11,2,12,80% Green energy & 20% higher than current,0.025974025974025976
1410,Compulsory school,3,11,2,12,100% Green energy & 20% lower than current,0.021645021645021644
1411,Compulsory school,3,11,2,12,100% Green energy & same as current,0.012987012987012988
1412,Compulsory school,3,11,2,12,100% Green energy & 20% higher than current,0.012987012987012988
1413,Compulsory school,3,11,3,14,60% Green energy & 20% lower than current,0.008658008658008658
1414,Compulsory school,3,11,3,14,60% Green energy & same as current,0.017316017316017316
1415,Compulsory school,3,11,3,14,60% Green energy & 20% higher than current,0.021645021645021644
1416,Compulsory school,3,11,3,14,80% Green energy & 20% lower than current,0.030303030303030304
1417,Compulsory school,3,11,3,14,80% Green energy & same as current,0.021645021645021644
1418,Compulsory school,3,11,3,14,80% Green energy & 20% higher than current,0.025974025974025976
1419,Compulsory school,3,11,3,14,100% Green energy & 20% lower than current,0.021645021645021644
1420,Compulsory school,3,11,3,14,100% Green energy & same as current,0.012987012987012988
1421,Compulsory school,3,11,3,14,100% Green energy & 20% higher than current,0.012987012987012988
1422,Vocational school,1,261,1,247,60% Green energy & 20% lower than current,0.03449675324675325
1423,Vocational school,1,261,1,247,60% Green energy & same as current,0.04707792207792208
1424,Vocational school,1,261,1,247,60% Green energy & 20% higher than current,0.024350649350649352
1425,Vocational school,1,261,1,247,80% Green energy & 20% lower than current,0.037743506493506496
1426,Vocational school,1,261,1,247,80% Green energy & same as current,0.02719155844155844
1427,Vocational school,1,261,1,247,80% Green energy & 20% higher than current,0.02556818181818182
1428,Vocational school,1,261,1,247,100% Green energy & 20% lower than current,0.028003246753246752
1429,Vocational school,1,261,1,247,100% Green energy & same as current,0.02556818181818182
1430,Vocational school,1,261,1,247,100% Green energy & 20% higher than current,0.03571428571428571
1431,Vocational school,1,261,2,246,60% Green energy & 20% lower than current,0.03449675324675325
1432,Vocational school,1,261,2,246,60% Green energy & same as current,0.04707792207792208
1433,Vocational school,1,261,2,246,60% Green energy & 20% higher than current,0.024350649350649352
1434,Vocational school,1,261,2,246,80% Green energy & 20% lower than current,0.037743506493506496
1435,Vocational school,1,261,2,246,80% Green energy & same as current,0.02719155844155844
1436,Vocational school,1,261,2,246,80% Green energy & 20% higher than current,0.02556818181818182
1437,Vocational school,1,261,2,246,100% Green energy & 20% lower than current,0.028003246753246752
1438,Vocational school,1,261,2,246,100% Green energy & same as current,0.02556818181818182
1439,Vocational school,1,261,2,246,100% Green energy & 20% higher than current,0.03571428571428571
1440,Vocational school,1,261,3,211,60% Green energy & 20% lower than current,0.03449675324675325
1441,Vocational school,1,261,3,211,60% Green energy & same as current,0.04707792207792208
1442,Vocational school,1,261,3,211,60% Green energy & 20% higher than current,0.024350649350649352
1443,Vocational school,1,261,3,211,80% Green energy & 20% lower than current,0.037743506493506496
1444,Vocational school,1,261,3,211,80% Green energy & same as current,0.02719155844155844
1445,Vocational school,1,261,3,211,80% Green energy & 20% higher than current,0.02556818181818182
1446,Vocational school,1,261,3,211,100% Green energy & 20% lower than current,0.028003246753246752
1447,Vocational school,1,261,3,211,100% Green energy & same as current,0.02556818181818182
1448,Vocational school,1,261,3,211,100% Green energy & 20% higher than current,0.03571428571428571
1449,Vocational school,2,223,1,247,60% Green energy & 20% lower than current,0.03449675324675325
1450,Vocational school,2,223,1,247,60% Green energy & same as current,0.04707792207792208
1451,Vocational school,2,223,1,247,60% Green energy & 20% higher than current,0.024350649350649352
1452,Vocational school,2,223,1,247,80% Green energy & 20% lower than current,0.037743506493506496
1453,Vocational school,2,223,1,247,80% Green energy & same as current,0.02719155844155844
1454,Vocational school,2,223,1,247,80% Green energy & 20% higher than current,0.02556818181818182
1455,Vocational school,2,223,1,247,100% Green energy & 20% lower than current,0.028003246753246752
1456,Vocational school,2,223,1,247,100% Green energy & same as current,0.02556818181818182
1457,Vocational school,2,223,1,247,100% Green energy & 20% higher than current,0.03571428571428571
1458,Vocational school,2,223,2,246,60% Green energy & 20% lower than current,0.03449675324675325
1459,Vocational school,2,223,2,246,60% Green energy & same as current,0.04707792207792208
1460,Vocational school,2,223,2,246,60% Green energy & 20% higher than current,0.024350649350649352
1461,Vocational school,2,223,2,246,80% Green energy & 20% lower than current,0.037743506493506496
1462,Vocational school,2,223,2,246,80% Green energy & same as current,0.02719155844155844
1463,Vocational school,2,223,2,246,80% Green energy & 20% higher than current,0.02556818181818182
1464,Vocational school,2,223,2,246,100% Green energy & 20% lower than current,0.028003246753246752
1465,Vocational school,2,223,2,246,100% Green energy & same as current,0.02556818181818182
1466,Vocational school,2,223,2,246,100% Green energy & 20% higher than current,0.03571428571428571
1467,Vocational school,2,223,3,211,60% Green energy & 20% lower than current,0.03449675324675325
1468,Vocational school,2,223,3,211,60% Green energy & same as current,0.04707792207792208
1469,Vocational school,2,223,3,211,60% Green energy & 20% higher than current,0.024350649350649352
1470,Vocational school,2,223,3,211,80% Green energy & 20% lower than current,0.037743506493506496
1471,Vocational school,2,223,3,211,80% Green energy & same as current,0.02719155844155844
1472,Vocational school,2,223,3,211,80% Green energy & 20% higher than current,0.02556818181818182
1473,Vocational school,2,223,3,211,100% Green energy & 20% lower than current,0.028003246753246752
1474,Vocational school,2,223,3,211,100% Green energy & same as current,0.02556818181818182
1475,Vocational school,2,223,3,211,100% Green energy & 20% higher than current,0.03571428571428571
1476,Vocational school,3,220,1,247,60% Green energy & 20% lower than current,0.03449675324675325
1477,Vocational school,3,220,1,247,60% Green energy & same as current,0.04707792207792208
1478,Vocational school,3,220,1,247,60% Green energy & 20% higher than current,0.024350649350649352
1479,Vocational school,3,220,1,247,80% Green energy & 20% lower than current,0.037743506493506496
1480,Vocational school,3,220,1,247,80% Green energy & same as current,0.02719155844155844
1481,Vocational school,3,220,1,247,80% Green energy & 20% higher than current,0.02556818181818182
1482,Vocational school,3,220,1,247,100% Green energy & 20% lower than current,0.028003246753246752
1483,Vocational school,3,220,1,247,100% Green energy & same as current,0.02556818181818182
1484,Vocational school,3,220,1,247,100% Green energy & 20% higher than current,0.03571428571428571
1485,Vocational school,3,220,2,246,60% Green energy & 20% lower than current,0.03449675324675325
1486,Vocational school,3,220,2,246,60% Green energy & same as current,0.04707792207792208
1487,Vocational school,3,220,2,246,60% Green energy & 20% higher than current,0.024350649350649352
1488,Vocational school,3,220,2,246,80% Green energy & 20% lower than current,0.037743506493506496
1489,Vocational school,3,220,2,246,80% Green energy & same as current,0.02719155844155844
1490,Vocational school,3,220,2,246,80% Green energy & 20% higher than current,0.02556818181818182
1491,Vocational school,3,220,2,246,100% Green energy & 20% lower than current,0.028003246753246752
1492,Vocational school,3,220,2,246,100% Green energy & same as current,0.02556818181818182
1493,Vocational school,3,220,2,246,100% Green energy & 20% higher than current,0.03571428571428571
1494,Vocational school,3,220,3,211,60% Green energy & 20% lower than current,0.03449675324675325
1495,Vocational school,3,220,3,211,60% Green energy & same as current,0.04707792207792208
1496,Vocational school,3,220,3,211,60% Green energy & 20% higher than current,0.024350649350649352
1497,Vocational school,3,220,3,211,80% Green energy & 20% lower than current,0.037743506493506496
1498,Vocational school,3,220,3,211,80% Green energy & same as current,0.02719155844155844
1499,Vocational school,3,220,3,211,80% Green energy & 20% higher than current,0.02556818181818182
1500,Vocational school,3,220,3,211,100% Green energy & 20% lower than current,0.028003246753246752
1501,Vocational school,3,220,3,211,100% Green energy & same as current,0.02556818181818182
1502,Vocational school,3,220,3,211,100% Green energy & 20% higher than current,0.03571428571428571
1503,Matura,1,83,1,75,60% Green energy & 20% lower than current,0.03506311360448808
1504,Matura,1,83,1,75,60% Green energy & same as current,0.04628330995792426
1505,Matura,1,83,1,75,60% Green energy & 20% higher than current,0.03506311360448808
1506,Matura,1,83,1,75,80% Green energy & 20% lower than current,0.04207573632538569
1507,Matura,1,83,1,75,80% Green energy & same as current,0.0364656381486676
1508,Matura,1,83,1,75,80% Green energy & 20% higher than current,0.023842917251051893
1509,Matura,1,83,1,75,100% Green energy & 20% lower than current,0.028050490883590462
1510,Matura,1,83,1,75,100% Green energy & same as current,0.03225806451612903
1511,Matura,1,83,1,75,100% Green energy & 20% higher than current,0.04488078541374474
1512,Matura,1,83,2,82,60% Green energy & 20% lower than current,0.03506311360448808
1513,Matura,1,83,2,82,60% Green energy & same as current,0.04628330995792426
1514,Matura,1,83,2,82,60% Green energy & 20% higher than current,0.03506311360448808
1515,Matura,1,83,2,82,80% Green energy & 20% lower than current,0.04207573632538569
1516,Matura,1,83,2,82,80% Green energy & same as current,0.0364656381486676
1517,Matura,1,83,2,82,80% Green energy & 20% higher than current,0.023842917251051893
1518,Matura,1,83,2,82,100% Green energy & 20% lower than current,0.028050490883590462
1519,Matura,1,83,2,82,100% Green energy & same as current,0.03225806451612903
1520,Matura,1,83,2,82,100% Green energy & 20% higher than current,0.04488078541374474
1521,Matura,1,83,3,74,60% Green energy & 20% lower than current,0.03506311360448808
1522,Matura,1,83,3,74,60% Green energy & same as current,0.04628330995792426
1523,Matura,1,83,3,74,60% Green energy & 20% higher than current,0.03506311360448808
1524,Matura,1,83,3,74,80% Green energy & 20% lower than current,0.04207573632538569
1525,Matura,1,83,3,74,80% Green energy & same as current,0.0364656381486676
1526,Matura,1,83,3,74,80% Green energy & 20% higher than current,0.023842917251051893
1527,Matura,1,83,3,74,100% Green energy & 20% lower than current,0.028050490883590462
1528,Matura,1,83,3,74,100% Green energy & same as current,0.03225806451612903
1529,Matura,1,83,3,74,100% Green energy & 20% higher than current,0.04488078541374474
1530,Matura,2,73,1,75,60% Green energy & 20% lower than current,0.03506311360448808
1531,Matura,2,73,1,75,60% Green energy & same as current,0.04628330995792426
1532,Matura,2,73,1,75,60% Green energy & 20% higher than current,0.03506311360448808
1533,Matura,2,73,1,75,80% Green energy & 20% lower than current,0.04207573632538569
1534,Matura,2,73,1,75,80% Green energy & same as current,0.0364656381486676
1535,Matura,2,73,1,75,80% Green energy & 20% higher than current,0.023842917251051893
1536,Matura,2,73,1,75,100% Green energy & 20% lower than current,0.028050490883590462
1537,Matura,2,73,1,75,100% Green energy & same as current,0.03225806451612903
1538,Matura,2,73,1,75,100% Green energy & 20% higher than current,0.04488078541374474
1539,Matura,2,73,2,82,60% Green energy & 20% lower than current,0.03506311360448808
1540,Matura,2,73,2,82,60% Green energy & same as current,0.04628330995792426
1541,Matura,2,73,2,82,60% Green energy & 20% higher than current,0.03506311360448808
1542,Matura,2,73,2,82,80% Green energy & 20% lower than current,0.04207573632538569
1543,Matura,2,73,2,82,80% Green energy & same as current,0.0364656381486676
1544,Matura,2,73,2,82,80% Green energy & 20% higher than current,0.023842917251051893
1545,Matura,2,73,2,82,100% Green energy & 20% lower than current,0.028050490883590462
1546,Matura,2,73,2,82,100% Green energy & same as current,0.03225806451612903
1547,Matura,2,73,2,82,100% Green energy & 20% higher than current,0.04488078541374474
1548,Matura,2,73,3,74,60% Green energy & 20% lower than current,0.03506311360448808
1549,Matura,2,73,3,74,60% Green energy & same as current,0.04628330995792426
1550,Matura,2,73,3,74,60% Green energy & 20% higher than current,0.03506311360448808
1551,Matura,2,73,3,74,80% Green energy & 20% lower than current,0.04207573632538569
1552,Matura,2,73,3,74,80% Green energy & same as current,0.0364656381486676
1553,Matura,2,73,3,74,80% Green energy & 20% higher than current,0.023842917251051893
1554,Matura,2,73,3,74,100% Green energy & 20% lower than current,0.028050490883590462
1555,Matura,2,73,3,74,100% Green energy & same as current,0.03225806451612903
1556,Matura,2,73,3,74,100% Green energy & 20% higher than current,0.04488078541374474
1557,Matura,3,75,1,75,60% Green energy & 20% lower than current,0.03506311360448808
1558,Matura,3,75,1,75,60% Green energy & same as current,0.04628330995792426
1559,Matura,3,75,1,75,60% Green energy & 20% higher than current,0.03506311360448808
1560,Matura,3,75,1,75,80% Green energy & 20% lower than current,0.04207573632538569
1561,Matura,3,75,1,75,80% Green energy & same as current,0.0364656381486676
1562,Matura,3,75,1,75,80% Green energy & 20% higher than current,0.023842917251051893
1563,Matura,3,75,1,75,100% Green energy & 20% lower than current,0.028050490883590462
1564,Matura,3,75,1,75,100% Green energy & same as current,0.03225806451612903
1565,Matura,3,75,1,75,100% Green energy & 20% higher than current,0.04488078541374474
1566,Matura,3,75,2,82,60% Green energy & 20% lower than current,0.03506311360448808
1567,Matura,3,75,2,82,60% Green energy & same as current,0.04628330995792426
1568,Matura,3,75,2,82,60% Green energy & 20% higher than current,0.03506311360448808
1569,Matura,3,75,2,82,80% Green energy & 20% lower than current,0.04207573632538569
1570,Matura,3,75,2,82,80% Green energy & same as current,0.0364656381486676
1571,Matura,3,75,2,82,80% Green energy & 20% higher than current,0.023842917251051893
1572,Matura,3,75,2,82,100% Green energy & 20% lower than current,0.028050490883590462
1573,Matura,3,75,2,82,100% Green energy & same as current,0.03225806451612903
1574,Matura,3,75,2,82,100% Green energy & 20% higher than current,0.04488078541374474
1575,Matura,3,75,3,74,60% Green energy & 20% lower than current,0.03506311360448808
1576,Matura,3,75,3,74,60% Green energy & same as current,0.04628330995792426
1577,Matura,3,75,3,74,60% Green energy & 20% higher than current,0.03506311360448808
1578,Matura,3,75,3,74,80% Green energy & 20% lower than current,0.04207573632538569
1579,Matura,3,75,3,74,80% Green energy & same as current,0.0364656381486676
1580,Matura,3,75,3,74,80% Green energy & 20% higher than current,0.023842917251051893
1581,Matura,3,75,3,74,100% Green energy & 20% lower than current,0.028050490883590462
1582,Matura,3,75,3,74,100% Green energy & same as current,0.03225806451612903
1583,Matura,3,75,3,74,100% Green energy & 20% higher than current,0.04488078541374474
1584,Bachelor,1,60,1,54,60% Green energy & 20% lower than current,0.023225806451612905
1585,Bachelor,1,60,1,54,60% Green energy & same as current,0.03612903225806452
1586,Bachelor,1,60,1,54,60% Green energy & 20% higher than current,0.01806451612903226
1587,Bachelor,1,60,1,54,80% Green energy & 20% lower than current,0.025806451612903226
1588,Bachelor,1,60,1,54,80% Green energy & same as current,0.02838709677419355
1589,Bachelor,1,60,1,54,80% Green energy & 20% higher than current,0.03096774193548387
1590,Bachelor,1,60,1,54,100% Green energy & 20% lower than current,0.02064516129032258
1591,Bachelor,1,60,1,54,100% Green energy & same as current,0.03096774193548387
1592,Bachelor,1,60,1,54,100% Green energy & 20% higher than current,0.03483870967741935
1593,Bachelor,1,60,2,74,60% Green energy & 20% lower than current,0.023225806451612905
1594,Bachelor,1,60,2,74,60% Green energy & same as current,0.03612903225806452
1595,Bachelor,1,60,2,74,60% Green energy & 20% higher than current,0.01806451612903226
1596,Bachelor,1,60,2,74,80% Green energy & 20% lower than current,0.025806451612903226
1597,Bachelor,1,60,2,74,80% Green energy & same as current,0.02838709677419355
1598,Bachelor,1,60,2,74,80% Green energy & 20% higher than current,0.03096774193548387
1599,Bachelor,1,60,2,74,100% Green energy & 20% lower than current,0.02064516129032258
1600,Bachelor,1,60,2,74,100% Green energy & same as current,0.03096774193548387
1601,Bachelor,1,60,2,74,100% Green energy & 20% higher than current,0.03483870967741935
1602,Bachelor,1,60,3,65,60% Green energy & 20% lower than current,0.023225806451612905
1603,Bachelor,1,60,3,65,60% Green energy & same as current,0.03612903225806452
1604,Bachelor,1,60,3,65,60% Green energy & 20% higher than current,0.01806451612903226
1605,Bachelor,1,60,3,65,80% Green energy & 20% lower than current,0.025806451612903226
1606,Bachelor,1,60,3,65,80% Green energy & same as current,0.02838709677419355
1607,Bachelor,1,60,3,65,80% Green energy & 20% higher than current,0.03096774193548387
1608,Bachelor,1,60,3,65,100% Green energy & 20% lower than current,0.02064516129032258
1609,Bachelor,1,60,3,65,100% Green energy & same as current,0.03096774193548387
1610,Bachelor,1,60,3,65,100% Green energy & 20% higher than current,0.03483870967741935
1611,Bachelor,2,66,1,54,60% Green energy & 20% lower than current,0.023225806451612905
1612,Bachelor,2,66,1,54,60% Green energy & same as current,0.03612903225806452
1613,Bachelor,2,66,1,54,60% Green energy & 20% higher than current,0.01806451612903226
1614,Bachelor,2,66,1,54,80% Green energy & 20% lower than current,0.025806451612903226
1615,Bachelor,2,66,1,54,80% Green energy & same as current,0.02838709677419355
1616,Bachelor,2,66,1,54,80% Green energy & 20% higher than current,0.03096774193548387
1617,Bachelor,2,66,1,54,100% Green energy & 20% lower than current,0.02064516129032258
1618,Bachelor,2,66,1,54,100% Green energy & same as current,0.03096774193548387
1619,Bachelor,2,66,1,54,100% Green energy & 20% higher than current,0.03483870967741935
1620,Bachelor,2,66,2,74,60% Green energy & 20% lower than current,0.023225806451612905
1621,Bachelor,2,66,2,74,60% Green energy & same as current,0.03612903225806452
1622,Bachelor,2,66,2,74,60% Green energy & 20% higher than current,0.01806451612903226
1623,Bachelor,2,66,2,74,80% Green energy & 20% lower than current,0.025806451612903226
1624,Bachelor,2,66,2,74,80% Green energy & same as current,0.02838709677419355
1625,Bachelor,2,66,2,74,80% Green energy & 20% higher than current,0.03096774193548387
1626,Bachelor,2,66,2,74,100% Green energy & 20% lower than current,0.02064516129032258
1627,Bachelor,2,66,2,74,100% Green energy & same as current,0.03096774193548387
1628,Bachelor,2,66,2,74,100% Green energy & 20% higher than current,0.03483870967741935
1629,Bachelor,2,66,3,65,60% Green energy & 20% lower than current,0.023225806451612905
1630,Bachelor,2,66,3,65,60% Green energy & same as current,0.03612903225806452
1631,Bachelor,2,66,3,65,60% Green energy & 20% higher than current,0.01806451612903226
1632,Bachelor,2,66,3,65,80% Green energy & 20% lower than current,0.025806451612903226
1633,Bachelor,2,66,3,65,80% Green energy & same as current,0.02838709677419355
1634,Bachelor,2,66,3,65,80% Green energy & 20% higher than current,0.03096774193548387
1635,Bachelor,2,66,3,65,100% Green energy & 20% lower than current,0.02064516129032258
1636,Bachelor,2,66,3,65,100% Green energy & same as current,0.03096774193548387
1637,Bachelor,2,66,3,65,100% Green energy & 20% higher than current,0.03483870967741935
1638,Bachelor,3,67,1,54,60% Green energy & 20% lower than current,0.023225806451612905
1639,Bachelor,3,67,1,54,60% Green energy & same as current,0.03612903225806452
1640,Bachelor,3,67,1,54,60% Green energy & 20% higher than current,0.01806451612903226
1641,Bachelor,3,67,1,54,80% Green energy & 20% lower than current,0.025806451612903226
1642,Bachelor,3,67,1,54,80% Green energy & same as current,0.02838709677419355
1643,Bachelor,3,67,1,54,80% Green energy & 20% higher than current,0.03096774193548387
1644,Bachelor,3,67,1,54,100% Green energy & 20% lower than current,0.02064516129032258
1645,Bachelor,3,67,1,54,100% Green energy & same as current,0.03096774193548387
1646,Bachelor,3,67,1,54,100% Green energy & 20% higher than current,0.03483870967741935
1647,Bachelor,3,67,2,74,60% Green energy & 20% lower than current,0.023225806451612905
1648,Bachelor,3,67,2,74,60% Green energy & same as current,0.03612903225806452
1649,Bachelor,3,67,2,74,60% Green energy & 20% higher than current,0.01806451612903226
1650,Bachelor,3,67,2,74,80% Green energy & 20% lower than current,0.025806451612903226
1651,Bachelor,3,67,2,74,80% Green energy & same as current,0.02838709677419355
1652,Bachelor,3,67,2,74,80% Green energy & 20% higher than current,0.03096774193548387
1653,Bachelor,3,67,2,74,100% Green energy & 20% lower than current,0.02064516129032258
1654,Bachelor,3,67,2,74,100% Green energy & same as current,0.03096774193548387
1655,Bachelor,3,67,2,74,100% Green energy & 20% higher than current,0.03483870967741935
1656,Bachelor,3,67,3,65,60% Green energy & 20% lower than current,0.023225806451612905
1657,Bachelor,3,67,3,65,60% Green energy & same as current,0.03612903225806452
1658,Bachelor,3,67,3,65,60% Green energy & 20% higher than current,0.01806451612903226
1659,Bachelor,3,67,3,65,80% Green energy & 20% lower than current,0.025806451612903226
1660,Bachelor,3,67,3,65,80% Green energy & same as current,0.02838709677419355
1661,Bachelor,3,67,3,65,80% Green energy & 20% higher than current,0.03096774193548387
1662,Bachelor,3,67,3,65,100% Green energy & 20% lower than current,0.02064516129032258
1663,Bachelor,3,67,3,65,100% Green energy & same as current,0.03096774193548387
1664,Bachelor,3,67,3,65,100% Green energy & 20% higher than current,0.03483870967741935
1665,Master,1,87,1,88,60% Green energy & 20% lower than current,0.03571428571428571
1666,Master,1,87,1,88,60% Green energy & same as current,0.04404761904761905
1667,Master,1,87,1,88,60% Green energy & 20% higher than current,0.023809523809523808
1668,Master,1,87,1,88,80% Green energy & 20% lower than current,0.036904761904761905
1669,Master,1,87,1,88,80% Green energy & same as current,0.0380952380952381
1670,Master,1,87,1,88,80% Green energy & 20% higher than current,0.02976190476190476
1671,Master,1,87,1,88,100% Green energy & 20% lower than current,0.03214285714285714
1672,Master,1,87,1,88,100% Green energy & same as current,0.02738095238095238
1673,Master,1,87,1,88,100% Green energy & 20% higher than current,0.034523809523809526
1674,Master,1,87,2,92,60% Green energy & 20% lower than current,0.03571428571428571
1675,Master,1,87,2,92,60% Green energy & same as current,0.04404761904761905
1676,Master,1,87,2,92,60% Green energy & 20% higher than current,0.023809523809523808
1677,Master,1,87,2,92,80% Green energy & 20% lower than current,0.036904761904761905
1678,Master,1,87,2,92,80% Green energy & same as current,0.0380952380952381
1679,Master,1,87,2,92,80% Green energy & 20% higher than current,0.02976190476190476
1680,Master,1,87,2,92,100% Green energy & 20% lower than current,0.03214285714285714
1681,Master,1,87,2,92,100% Green energy & same as current,0.02738095238095238
1682,Master,1,87,2,92,100% Green energy & 20% higher than current,0.034523809523809526
1683,Master,1,87,3,74,60% Green energy & 20% lower than current,0.03571428571428571
1684,Master,1,87,3,74,60% Green energy & same as current,0.04404761904761905
1685,Master,1,87,3,74,60% Green energy & 20% higher than current,0.023809523809523808
1686,Master,1,87,3,74,80% Green energy & 20% lower than current,0.036904761904761905
1687,Master,1,87,3,74,80% Green energy & same as current,0.0380952380952381
1688,Master,1,87,3,74,80% Green energy & 20% higher than current,0.02976190476190476
1689,Master,1,87,3,74,100% Green energy & 20% lower than current,0.03214285714285714
1690,Master,1,87,3,74,100% Green energy & same as current,0.02738095238095238
1691,Master,1,87,3,74,100% Green energy & 20% higher than current,0.034523809523809526
1692,Master,2,88,1,88,60% Green energy & 20% lower than current,0.03571428571428571
1693,Master,2,88,1,88,60% Green energy & same as current,0.04404761904761905
1694,Master,2,88,1,88,60% Green energy & 20% higher than current,0.023809523809523808
1695,Master,2,88,1,88,80% Green energy & 20% lower than current,0.036904761904761905
1696,Master,2,88,1,88,80% Green energy & same as current,0.0380952380952381
1697,Master,2,88,1,88,80% Green energy & 20% higher than current,0.02976190476190476
1698,Master,2,88,1,88,100% Green energy & 20% lower than current,0.03214285714285714
1699,Master,2,88,1,88,100% Green energy & same as current,0.02738095238095238
1700,Master,2,88,1,88,100% Green energy & 20% higher than current,0.034523809523809526
1701,Master,2,88,2,92,60% Green energy & 20% lower than current,0.03571428571428571
1702,Master,2,88,2,92,60% Green energy & same as current,0.04404761904761905
1703,Master,2,88,2,92,60% Green energy & 20% higher than current,0.023809523809523808
1704,Master,2,88,2,92,80% Green energy & 20% lower than current,0.036904761904761905
1705,Master,2,88,2,92,80% Green energy & same as current,0.0380952380952381
1706,Master,2,88,2,92,80% Green energy & 20% higher than current,0.02976190476190476
1707,Master,2,88,2,92,100% Green energy & 20% lower than current,0.03214285714285714
1708,Master,2,88,2,92,100% Green energy & same as current,0.02738095238095238
1709,Master,2,88,2,92,100% Green energy & 20% higher than current,0.034523809523809526
1710,Master,2,88,3,74,60% Green energy & 20% lower than current,0.03571428571428571
1711,Master,2,88,3,74,60% Green energy & same as current,0.04404761904761905
1712,Master,2,88,3,74,60% Green energy & 20% higher than current,0.023809523809523808
1713,Master,2,88,3,74,80% Green energy & 20% lower than current,0.036904761904761905
1714,Master,2,88,3,74,80% Green energy & same as current,0.0380952380952381
1715,Master,2,88,3,74,80% Green energy & 20% higher than current,0.02976190476190476
1716,Master,2,88,3,74,100% Green energy & 20% lower than current,0.03214285714285714
1717,Master,2,88,3,74,100% Green energy & same as current,0.02738095238095238
1718,Master,2,88,3,74,100% Green energy & 20% higher than current,0.034523809523809526
1719,Master,3,79,1,88,60% Green energy & 20% lower than current,0.03571428571428571
1720,Master,3,79,1,88,60% Green energy & same as current,0.04404761904761905
1721,Master,3,79,1,88,60% Green energy & 20% higher than current,0.023809523809523808
1722,Master,3,79,1,88,80% Green energy & 20% lower than current,0.036904761904761905
1723,Master,3,79,1,88,80% Green energy & same as current,0.0380952380952381
1724,Master,3,79,1,88,80% Green energy & 20% higher than current,0.02976190476190476
1725,Master,3,79,1,88,100% Green energy & 20% lower than current,0.03214285714285714
1726,Master,3,79,1,88,100% Green energy & same as current,0.02738095238095238
1727,Master,3,79,1,88,100% Green energy & 20% higher than current,0.034523809523809526
1728,Master,3,79,2,92,60% Green energy & 20% lower than current,0.03571428571428571
1729,Master,3,79,2,92,60% Green energy & same as current,0.04404761904761905
1730,Master,3,79,2,92,60% Green energy & 20% higher than current,0.023809523809523808
1731,Master,3,79,2,92,80% Green energy & 20% lower than current,0.036904761904761905
1732,Master,3,79,2,92,80% Green energy & same as current,0.0380952380952381
1733,Master,3,79,2,92,80% Green energy & 20% higher than current,0.02976190476190476
1734,Master,3,79,2,92,100% Green energy & 20% lower than current,0.03214285714285714
1735,Master,3,79,2,92,100% Green energy & same as current,0.02738095238095238
1736,Master,3,79,2,92,100% Green energy & 20% higher than current,0.034523809523809526
1737,Master,3,79,3,74,60% Green energy & 20% lower than current,0.03571428571428571
1738,Master,3,79,3,74,60% Green energy & same as current,0.04404761904761905
1739,Master,3,79,3,74,60% Green energy & 20% higher than current,0.023809523809523808
1740,Master,3,79,3,74,80% Green energy & 20% lower than current,0.036904761904761905
1741,Master,3,79,3,74,80% Green energy & same as current,0.0380952380952381
1742,Master,3,79,3,74,80% Green energy & 20% higher than current,0.02976190476190476
1743,Master,3,79,3,74,100% Green energy & 20% lower than current,0.03214285714285714
1744,Master,3,79,3,74,100% Green energy & same as current,0.02738095238095238
1745,Master,3,79,3,74,100% Green energy & 20% higher than current,0.034523809523809526
1746,Doctorate,1,16,1,12,60% Green energy & 20% lower than current,0.02403846153846154
1747,Doctorate,1,16,1,12,60% Green energy & same as current,0.04326923076923077
1748,Doctorate,1,16,1,12,60% Green energy & 20% higher than current,0.009615384615384616
1749,Doctorate,1,16,1,12,80% Green energy & 20% lower than current,0.019230769230769232
1750,Doctorate,1,16,1,12,80% Green energy & same as current,0.014423076923076924
1751,Doctorate,1,16,1,12,80% Green energy & 20% higher than current,0.02403846153846154
1752,Doctorate,1,16,1,12,100% Green energy & 20% lower than current,0.014423076923076924
