,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
0,Compulsory school,1,29,1,28,60% Green energy & 20% lower than current,0.047619047619047616
1,Compulsory school,1,29,1,28,60% Green energy & same as current,0.047619047619047616
2,Compulsory school,1,29,1,28,60% Green energy & 20% higher than current,0.030303030303030304
3,Compulsory school,1,29,1,28,80% Green energy & 20% lower than current,0.030303030303030304
4,Compulsory school,1,29,1,28,80% Green energy & same as current,0.03463203463203463
5,Compulsory school,1,29,1,28,80% Green energy & 20% higher than current,0.03896103896103896
6,Compulsory school,1,29,1,28,100% Green energy & 20% lower than current,0.04329004329004329
7,Compulsory school,1,29,1,28,100% Green energy & same as current,0.03463203463203463
8,Compulsory school,1,29,1,28,100% Green energy & 20% higher than current,0.025974025974025976
9,Compulsory school,1,29,2,27,60% Green energy & 20% lower than current,0.047619047619047616
10,Compulsory school,1,29,2,27,60% Green energy & same as current,0.047619047619047616
11,Compulsory school,1,29,2,27,60% Green energy & 20% higher than current,0.030303030303030304
12,Compulsory school,1,29,2,27,80% Green energy & 20% lower than current,0.030303030303030304
13,Compulsory school,1,29,2,27,80% Green energy & same as current,0.03463203463203463
14,Compulsory school,1,29,2,27,80% Green energy & 20% higher than current,0.03896103896103896
15,Compulsory school,1,29,2,27,100% Green energy & 20% lower than current,0.04329004329004329
16,Compulsory school,1,29,2,27,100% Green energy & same as current,0.03463203463203463
17,Compulsory school,1,29,2,27,100% Green energy & 20% higher than current,0.025974025974025976
18,Compulsory school,1,29,3,22,60% Green energy & 20% lower than current,0.047619047619047616
19,Compulsory school,1,29,3,22,60% Green energy & same as current,0.047619047619047616
20,Compulsory school,1,29,3,22,60% Green energy & 20% higher than current,0.030303030303030304
21,Compulsory school,1,29,3,22,80% Green energy & 20% lower than current,0.030303030303030304
22,Compulsory school,1,29,3,22,80% Green energy & same as current,0.03463203463203463
23,Compulsory school,1,29,3,22,80% Green energy & 20% higher than current,0.03896103896103896
24,Compulsory school,1,29,3,22,100% Green energy & 20% lower than current,0.04329004329004329
25,Compulsory school,1,29,3,22,100% Green energy & same as current,0.03463203463203463
26,Compulsory school,1,29,3,22,100% Green energy & 20% higher than current,0.025974025974025976
27,Compulsory school,2,24,1,28,60% Green energy & 20% lower than current,0.047619047619047616
28,Compulsory school,2,24,1,28,60% Green energy & same as current,0.047619047619047616
29,Compulsory school,2,24,1,28,60% Green energy & 20% higher than current,0.030303030303030304
30,Compulsory school,2,24,1,28,80% Green energy & 20% lower than current,0.030303030303030304
31,Compulsory school,2,24,1,28,80% Green energy & same as current,0.03463203463203463
32,Compulsory school,2,24,1,28,80% Green energy & 20% higher than current,0.03896103896103896
33,Compulsory school,2,24,1,28,100% Green energy & 20% lower than current,0.04329004329004329
34,Compulsory school,2,24,1,28,100% Green energy & same as current,0.03463203463203463
35,Compulsory school,2,24,1,28,100% Green energy & 20% higher than current,0.025974025974025976
36,Compulsory school,2,24,2,27,60% Green energy & 20% lower than current,0.047619047619047616
37,Compulsory school,2,24,2,27,60% Green energy & same as current,0.047619047619047616
38,Compulsory school,2,24,2,27,60% Green energy & 20% higher than current,0.030303030303030304
39,Compulsory school,2,24,2,27,80% Green energy & 20% lower than current,0.030303030303030304
40,Compulsory school,2,24,2,27,80% Green energy & same as current,0.03463203463203463
41,Compulsory school,2,24,2,27,80% Green energy & 20% higher than current,0.03896103896103896
42,Compulsory school,2,24,2,27,100% Green energy & 20% lower than current,0.04329004329004329
43,Compulsory school,2,24,2,27,100% Green energy & same as current,0.03463203463203463
44,Compulsory school,2,24,2,27,100% Green energy & 20% higher than current,0.025974025974025976
45,Compulsory school,2,24,3,22,60% Green energy & 20% lower than current,0.047619047619047616
46,Compulsory school,2,24,3,22,60% Green energy & same as current,0.047619047619047616
47,Compulsory school,2,24,3,22,60% Green energy & 20% higher than current,0.030303030303030304
48,Compulsory school,2,24,3,22,80% Green energy & 20% lower than current,0.030303030303030304
49,Compulsory school,2,24,3,22,80% Green energy & same as current,0.03463203463203463
50,Compulsory school,2,24,3,22,80% Green energy & 20% higher than current,0.03896103896103896
51,Compulsory school,2,24,3,22,100% Green energy & 20% lower than current,0.04329004329004329
52,Compulsory school,2,24,3,22,100% Green energy & same as current,0.03463203463203463
53,Compulsory school,2,24,3,22,100% Green energy & 20% higher than current,0.025974025974025976
54,Compulsory school,3,24,1,28,60% Green energy & 20% lower than current,0.047619047619047616
55,Compulsory school,3,24,1,28,60% Green energy & same as current,0.047619047619047616
56,Compulsory school,3,24,1,28,60% Green energy & 20% higher than current,0.030303030303030304
57,Compulsory school,3,24,1,28,80% Green energy & 20% lower than current,0.030303030303030304
58,Compulsory school,3,24,1,28,80% Green energy & same as current,0.03463203463203463
59,Compulsory school,3,24,1,28,80% Green energy & 20% higher than current,0.03896103896103896
60,Compulsory school,3,24,1,28,100% Green energy & 20% lower than current,0.04329004329004329
61,Compulsory school,3,24,1,28,100% Green energy & same as current,0.03463203463203463
62,Compulsory school,3,24,1,28,100% Green energy & 20% higher than current,0.025974025974025976
63,Compulsory school,3,24,2,27,60% Green energy & 20% lower than current,0.047619047619047616
64,Compulsory school,3,24,2,27,60% Green energy & same as current,0.047619047619047616
65,Compulsory school,3,24,2,27,60% Green energy & 20% higher than current,0.030303030303030304
66,Compulsory school,3,24,2,27,80% Green energy & 20% lower than current,0.030303030303030304
67,Compulsory school,3,24,2,27,80% Green energy & same as current,0.03463203463203463
68,Compulsory school,3,24,2,27,80% Green energy & 20% higher than current,0.03896103896103896
69,Compulsory school,3,24,2,27,100% Green energy & 20% lower than current,0.04329004329004329
70,Compulsory school,3,24,2,27,100% Green energy & same as current,0.03463203463203463
71,Compulsory school,3,24,2,27,100% Green energy & 20% higher than current,0.025974025974025976
72,Compulsory school,3,24,3,22,60% Green energy & 20% lower than current,0.047619047619047616
73,Compulsory school,3,24,3,22,60% Green energy & same as current,0.047619047619047616
74,Compulsory school,3,24,3,22,60% Green energy & 20% higher than current,0.030303030303030304
75,Compulsory school,3,24,3,22,80% Green energy & 20% lower than current,0.030303030303030304
76,Compulsory school,3,24,3,22,80% Green energy & same as current,0.03463203463203463
77,Compulsory school,3,24,3,22,80% Green energy & 20% higher than current,0.03896103896103896
78,Compulsory school,3,24,3,22,100% Green energy & 20% lower than current,0.04329004329004329
79,Compulsory school,3,24,3,22,100% Green energy & same as current,0.03463203463203463
80,Compulsory school,3,24,3,22,100% Green energy & 20% higher than current,0.025974025974025976
81,Vocational school,1,101,1,94,60% Green energy & 20% lower than current,0.012175324675324676
82,Vocational school,1,101,1,94,60% Green energy & same as current,0.016233766233766232
83,Vocational school,1,101,1,94,60% Green energy & 20% higher than current,0.012581168831168832
84,Vocational school,1,101,1,94,80% Green energy & 20% lower than current,0.015016233766233766
85,Vocational school,1,101,1,94,80% Green energy & same as current,0.013392857142857142
86,Vocational school,1,101,1,94,80% Green energy & 20% higher than current,0.011363636363636364
87,Vocational school,1,101,1,94,100% Green energy & 20% lower than current,0.010957792207792208
88,Vocational school,1,101,1,94,100% Green energy & same as current,0.010146103896103896
89,Vocational school,1,101,1,94,100% Green energy & 20% higher than current,0.012175324675324676
90,Vocational school,1,101,2,98,60% Green energy & 20% lower than current,0.012175324675324676
91,Vocational school,1,101,2,98,60% Green energy & same as current,0.016233766233766232
92,Vocational school,1,101,2,98,60% Green energy & 20% higher than current,0.012581168831168832
93,Vocational school,1,101,2,98,80% Green energy & 20% lower than current,0.015016233766233766
94,Vocational school,1,101,2,98,80% Green energy & same as current,0.013392857142857142
95,Vocational school,1,101,2,98,80% Green energy & 20% higher than current,0.011363636363636364
96,Vocational school,1,101,2,98,100% Green energy & 20% lower than current,0.010957792207792208
97,Vocational school,1,101,2,98,100% Green energy & same as current,0.010146103896103896
98,Vocational school,1,101,2,98,100% Green energy & 20% higher than current,0.012175324675324676
99,Vocational school,1,101,3,89,60% Green energy & 20% lower than current,0.012175324675324676
100,Vocational school,1,101,3,89,60% Green energy & same as current,0.016233766233766232
101,Vocational school,1,101,3,89,60% Green energy & 20% higher than current,0.012581168831168832
102,Vocational school,1,101,3,89,80% Green energy & 20% lower than current,0.015016233766233766
103,Vocational school,1,101,3,89,80% Green energy & same as current,0.013392857142857142
104,Vocational school,1,101,3,89,80% Green energy & 20% higher than current,0.011363636363636364
105,Vocational school,1,101,3,89,100% Green energy & 20% lower than current,0.010957792207792208
106,Vocational school,1,101,3,89,100% Green energy & same as current,0.010146103896103896
107,Vocational school,1,101,3,89,100% Green energy & 20% higher than current,0.012175324675324676
108,Vocational school,2,98,1,94,60% Green energy & 20% lower than current,0.012175324675324676
109,Vocational school,2,98,1,94,60% Green energy & same as current,0.016233766233766232
110,Vocational school,2,98,1,94,60% Green energy & 20% higher than current,0.012581168831168832
111,Vocational school,2,98,1,94,80% Green energy & 20% lower than current,0.015016233766233766
112,Vocational school,2,98,1,94,80% Green energy & same as current,0.013392857142857142
113,Vocational school,2,98,1,94,80% Green energy & 20% higher than current,0.011363636363636364
114,Vocational school,2,98,1,94,100% Green energy & 20% lower than current,0.010957792207792208
115,Vocational school,2,98,1,94,100% Green energy & same as current,0.010146103896103896
116,Vocational school,2,98,1,94,100% Green energy & 20% higher than current,0.012175324675324676
117,Vocational school,2,98,2,98,60% Green energy & 20% lower than current,0.012175324675324676
118,Vocational school,2,98,2,98,60% Green energy & same as current,0.016233766233766232
119,Vocational school,2,98,2,98,60% Green energy & 20% higher than current,0.012581168831168832
120,Vocational school,2,98,2,98,80% Green energy & 20% lower than current,0.015016233766233766
121,Vocational school,2,98,2,98,80% Green energy & same as current,0.013392857142857142
122,Vocational school,2,98,2,98,80% Green energy & 20% higher than current,0.011363636363636364
123,Vocational school,2,98,2,98,100% Green energy & 20% lower than current,0.010957792207792208
124,Vocational school,2,98,2,98,100% Green energy & same as current,0.010146103896103896
125,Vocational school,2,98,2,98,100% Green energy & 20% higher than current,0.012175324675324676
126,Vocational school,2,98,3,89,60% Green energy & 20% lower than current,0.012175324675324676
127,Vocational school,2,98,3,89,60% Green energy & same as current,0.016233766233766232
128,Vocational school,2,98,3,89,60% Green energy & 20% higher than current,0.012581168831168832
129,Vocational school,2,98,3,89,80% Green energy & 20% lower than current,0.015016233766233766
130,Vocational school,2,98,3,89,80% Green energy & same as current,0.013392857142857142
131,Vocational school,2,98,3,89,80% Green energy & 20% higher than current,0.011363636363636364
132,Vocational school,2,98,3,89,100% Green energy & 20% lower than current,0.010957792207792208
133,Vocational school,2,98,3,89,100% Green energy & same as current,0.010146103896103896
134,Vocational school,2,98,3,89,100% Green energy & 20% higher than current,0.012175324675324676
135,Vocational school,3,82,1,94,60% Green energy & 20% lower than current,0.012175324675324676
136,Vocational school,3,82,1,94,60% Green energy & same as current,0.016233766233766232
137,Vocational school,3,82,1,94,60% Green energy & 20% higher than current,0.012581168831168832
138,Vocational school,3,82,1,94,80% Green energy & 20% lower than current,0.015016233766233766
139,Vocational school,3,82,1,94,80% Green energy & same as current,0.013392857142857142
140,Vocational school,3,82,1,94,80% Green energy & 20% higher than current,0.011363636363636364
141,Vocational school,3,82,1,94,100% Green energy & 20% lower than current,0.010957792207792208
142,Vocational school,3,82,1,94,100% Green energy & same as current,0.010146103896103896
143,Vocational school,3,82,1,94,100% Green energy & 20% higher than current,0.012175324675324676
144,Vocational school,3,82,2,98,60% Green energy & 20% lower than current,0.012175324675324676
145,Vocational school,3,82,2,98,60% Green energy & same as current,0.016233766233766232
146,Vocational school,3,82,2,98,60% Green energy & 20% higher than current,0.012581168831168832
147,Vocational school,3,82,2,98,80% Green energy & 20% lower than current,0.015016233766233766
148,Vocational school,3,82,2,98,80% Green energy & same as current,0.013392857142857142
149,Vocational school,3,82,2,98,80% Green energy & 20% higher than current,0.011363636363636364
150,Vocational school,3,82,2,98,100% Green energy & 20% lower than current,0.010957792207792208
151,Vocational school,3,82,2,98,100% Green energy & same as current,0.010146103896103896
152,Vocational school,3,82,2,98,100% Green energy & 20% higher than current,0.012175324675324676
153,Vocational school,3,82,3,89,60% Green energy & 20% lower than current,0.012175324675324676
154,Vocational school,3,82,3,89,60% Green energy & same as current,0.016233766233766232
155,Vocational school,3,82,3,89,60% Green energy & 20% higher than current,0.012581168831168832
156,Vocational school,3,82,3,89,80% Green energy & 20% lower than current,0.015016233766233766
157,Vocational school,3,82,3,89,80% Green energy & same as current,0.013392857142857142
158,Vocational school,3,82,3,89,80% Green energy & 20% higher than current,0.011363636363636364
159,Vocational school,3,82,3,89,100% Green energy & 20% lower than current,0.010957792207792208
160,Vocational school,3,82,3,89,100% Green energy & same as current,0.010146103896103896
161,Vocational school,3,82,3,89,100% Green energy & 20% higher than current,0.012175324675324676
162,Matura,1,12,1,8,60% Green energy & 20% lower than current,0.005610098176718092
163,Matura,1,12,1,8,60% Green energy & same as current,0.005610098176718092
164,Matura,1,12,1,8,60% Green energy & 20% higher than current,0.005610098176718092
165,Matura,1,12,1,8,80% Green energy & 20% lower than current,0.002805049088359046
166,Matura,1,12,1,8,80% Green energy & same as current,0.0070126227208976155
167,Matura,1,12,1,8,80% Green energy & 20% higher than current,0.004207573632538569
168,Matura,1,12,1,8,100% Green energy & 20% lower than current,0.002805049088359046
169,Matura,1,12,1,8,100% Green energy & same as current,0.004207573632538569
170,Matura,1,12,1,8,100% Green energy & 20% higher than current,0.004207573632538569
171,Matura,1,12,2,12,60% Green energy & 20% lower than current,0.005610098176718092
172,Matura,1,12,2,12,60% Green energy & same as current,0.005610098176718092
173,Matura,1,12,2,12,60% Green energy & 20% higher than current,0.005610098176718092
174,Matura,1,12,2,12,80% Green energy & 20% lower than current,0.002805049088359046
175,Matura,1,12,2,12,80% Green energy & same as current,0.0070126227208976155
176,Matura,1,12,2,12,80% Green energy & 20% higher than current,0.004207573632538569
177,Matura,1,12,2,12,100% Green energy & 20% lower than current,0.002805049088359046
178,Matura,1,12,2,12,100% Green energy & same as current,0.004207573632538569
179,Matura,1,12,2,12,100% Green energy & 20% higher than current,0.004207573632538569
180,Matura,1,12,3,10,60% Green energy & 20% lower than current,0.005610098176718092
181,Matura,1,12,3,10,60% Green energy & same as current,0.005610098176718092
182,Matura,1,12,3,10,60% Green energy & 20% higher than current,0.005610098176718092
183,Matura,1,12,3,10,80% Green energy & 20% lower than current,0.002805049088359046
184,Matura,1,12,3,10,80% Green energy & same as current,0.0070126227208976155
185,Matura,1,12,3,10,80% Green energy & 20% higher than current,0.004207573632538569
186,Matura,1,12,3,10,100% Green energy & 20% lower than current,0.002805049088359046
187,Matura,1,12,3,10,100% Green energy & same as current,0.004207573632538569
188,Matura,1,12,3,10,100% Green energy & 20% higher than current,0.004207573632538569
189,Matura,2,10,1,8,60% Green energy & 20% lower than current,0.005610098176718092
190,Matura,2,10,1,8,60% Green energy & same as current,0.005610098176718092
191,Matura,2,10,1,8,60% Green energy & 20% higher than current,0.005610098176718092
192,Matura,2,10,1,8,80% Green energy & 20% lower than current,0.002805049088359046
193,Matura,2,10,1,8,80% Green energy & same as current,0.0070126227208976155
194,Matura,2,10,1,8,80% Green energy & 20% higher than current,0.004207573632538569
195,Matura,2,10,1,8,100% Green energy & 20% lower than current,0.002805049088359046
196,Matura,2,10,1,8,100% Green energy & same as current,0.004207573632538569
197,Matura,2,10,1,8,100% Green energy & 20% higher than current,0.004207573632538569
198,Matura,2,10,2,12,60% Green energy & 20% lower than current,0.005610098176718092
199,Matura,2,10,2,12,60% Green energy & same as current,0.005610098176718092
200,Matura,2,10,2,12,60% Green energy & 20% higher than current,0.005610098176718092
201,Matura,2,10,2,12,80% Green energy & 20% lower than current,0.002805049088359046
202,Matura,2,10,2,12,80% Green energy & same as current,0.0070126227208976155
203,Matura,2,10,2,12,80% Green energy & 20% higher than current,0.004207573632538569
204,Matura,2,10,2,12,100% Green energy & 20% lower than current,0.002805049088359046
205,Matura,2,10,2,12,100% Green energy & same as current,0.004207573632538569
206,Matura,2,10,2,12,100% Green energy & 20% higher than current,0.004207573632538569
207,Matura,2,10,3,10,60% Green energy & 20% lower than current,0.005610098176718092
208,Matura,2,10,3,10,60% Green energy & same as current,0.005610098176718092
209,Matura,2,10,3,10,60% Green energy & 20% higher than current,0.005610098176718092
210,Matura,2,10,3,10,80% Green energy & 20% lower than current,0.002805049088359046
211,Matura,2,10,3,10,80% Green energy & same as current,0.0070126227208976155
212,Matura,2,10,3,10,80% Green energy & 20% higher than current,0.004207573632538569
213,Matura,2,10,3,10,100% Green energy & 20% lower than current,0.002805049088359046
214,Matura,2,10,3,10,100% Green energy & same as current,0.004207573632538569
215,Matura,2,10,3,10,100% Green energy & 20% higher than current,0.004207573632538569
216,Matura,3,8,1,8,60% Green energy & 20% lower than current,0.005610098176718092
217,Matura,3,8,1,8,60% Green energy & same as current,0.005610098176718092
218,Matura,3,8,1,8,60% Green energy & 20% higher than current,0.005610098176718092
219,Matura,3,8,1,8,80% Green energy & 20% lower than current,0.002805049088359046
220,Matura,3,8,1,8,80% Green energy & same as current,0.0070126227208976155
221,Matura,3,8,1,8,80% Green energy & 20% higher than current,0.004207573632538569
222,Matura,3,8,1,8,100% Green energy & 20% lower than current,0.002805049088359046
223,Matura,3,8,1,8,100% Green energy & same as current,0.004207573632538569
224,Matura,3,8,1,8,100% Green energy & 20% higher than current,0.004207573632538569
225,Matura,3,8,2,12,60% Green energy & 20% lower than current,0.005610098176718092
226,Matura,3,8,2,12,60% Green energy & same as current,0.005610098176718092
227,Matura,3,8,2,12,60% Green energy & 20% higher than current,0.005610098176718092
228,Matura,3,8,2,12,80% Green energy & 20% lower than current,0.002805049088359046
229,Matura,3,8,2,12,80% Green energy & same as current,0.0070126227208976155
230,Matura,3,8,2,12,80% Green energy & 20% higher than current,0.004207573632538569
231,Matura,3,8,2,12,100% Green energy & 20% lower than current,0.002805049088359046
232,Matura,3,8,2,12,100% Green energy & same as current,0.004207573632538569
233,Matura,3,8,2,12,100% Green energy & 20% higher than current,0.004207573632538569
234,Matura,3,8,3,10,60% Green energy & 20% lower than current,0.005610098176718092
235,Matura,3,8,3,10,60% Green energy & same as current,0.005610098176718092
236,Matura,3,8,3,10,60% Green energy & 20% higher than current,0.005610098176718092
237,Matura,3,8,3,10,80% Green energy & 20% lower than current,0.002805049088359046
238,Matura,3,8,3,10,80% Green energy & same as current,0.0070126227208976155
239,Matura,3,8,3,10,80% Green energy & 20% higher than current,0.004207573632538569
240,Matura,3,8,3,10,100% Green energy & 20% lower than current,0.002805049088359046
241,Matura,3,8,3,10,100% Green energy & same as current,0.004207573632538569
242,Matura,3,8,3,10,100% Green energy & 20% higher than current,0.004207573632538569
243,Bachelor,1,29,1,27,60% Green energy & 20% lower than current,0.007741935483870968
244,Bachelor,1,29,1,27,60% Green energy & same as current,0.02064516129032258
245,Bachelor,1,29,1,27,60% Green energy & 20% higher than current,0.00903225806451613
246,Bachelor,1,29,1,27,80% Green energy & 20% lower than current,0.01806451612903226
247,Bachelor,1,29,1,27,80% Green energy & same as current,0.011612903225806452
248,Bachelor,1,29,1,27,80% Green energy & 20% higher than current,0.007741935483870968
249,Bachelor,1,29,1,27,100% Green energy & 20% lower than current,0.00903225806451613
250,Bachelor,1,29,1,27,100% Green energy & same as current,0.0064516129032258064
251,Bachelor,1,29,1,27,100% Green energy & 20% higher than current,0.012903225806451613
252,Bachelor,1,29,2,30,60% Green energy & 20% lower than current,0.007741935483870968
253,Bachelor,1,29,2,30,60% Green energy & same as current,0.02064516129032258
254,Bachelor,1,29,2,30,60% Green energy & 20% higher than current,0.00903225806451613
255,Bachelor,1,29,2,30,80% Green energy & 20% lower than current,0.01806451612903226
256,Bachelor,1,29,2,30,80% Green energy & same as current,0.011612903225806452
257,Bachelor,1,29,2,30,80% Green energy & 20% higher than current,0.007741935483870968
258,Bachelor,1,29,2,30,100% Green energy & 20% lower than current,0.00903225806451613
259,Bachelor,1,29,2,30,100% Green energy & same as current,0.0064516129032258064
260,Bachelor,1,29,2,30,100% Green energy & 20% higher than current,0.012903225806451613
261,Bachelor,1,29,3,23,60% Green energy & 20% lower than current,0.007741935483870968
262,Bachelor,1,29,3,23,60% Green energy & same as current,0.02064516129032258
263,Bachelor,1,29,3,23,60% Green energy & 20% higher than current,0.00903225806451613
264,Bachelor,1,29,3,23,80% Green energy & 20% lower than current,0.01806451612903226
265,Bachelor,1,29,3,23,80% Green energy & same as current,0.011612903225806452
266,Bachelor,1,29,3,23,80% Green energy & 20% higher than current,0.007741935483870968
267,Bachelor,1,29,3,23,100% Green energy & 20% lower than current,0.00903225806451613
268,Bachelor,1,29,3,23,100% Green energy & same as current,0.0064516129032258064
269,Bachelor,1,29,3,23,100% Green energy & 20% higher than current,0.012903225806451613
270,Bachelor,2,29,1,27,60% Green energy & 20% lower than current,0.007741935483870968
271,Bachelor,2,29,1,27,60% Green energy & same as current,0.02064516129032258
272,Bachelor,2,29,1,27,60% Green energy & 20% higher than current,0.00903225806451613
273,Bachelor,2,29,1,27,80% Green energy & 20% lower than current,0.01806451612903226
274,Bachelor,2,29,1,27,80% Green energy & same as current,0.011612903225806452
275,Bachelor,2,29,1,27,80% Green energy & 20% higher than current,0.007741935483870968
276,Bachelor,2,29,1,27,100% Green energy & 20% lower than current,0.00903225806451613
277,Bachelor,2,29,1,27,100% Green energy & same as current,0.0064516129032258064
278,Bachelor,2,29,1,27,100% Green energy & 20% higher than current,0.012903225806451613
279,Bachelor,2,29,2,30,60% Green energy & 20% lower than current,0.007741935483870968
280,Bachelor,2,29,2,30,60% Green energy & same as current,0.02064516129032258
281,Bachelor,2,29,2,30,60% Green energy & 20% higher than current,0.00903225806451613
282,Bachelor,2,29,2,30,80% Green energy & 20% lower than current,0.01806451612903226
283,Bachelor,2,29,2,30,80% Green energy & same as current,0.011612903225806452
284,Bachelor,2,29,2,30,80% Green energy & 20% higher than current,0.007741935483870968
285,Bachelor,2,29,2,30,100% Green energy & 20% lower than current,0.00903225806451613
286,Bachelor,2,29,2,30,100% Green energy & same as current,0.0064516129032258064
287,Bachelor,2,29,2,30,100% Green energy & 20% higher than current,0.012903225806451613
288,Bachelor,2,29,3,23,60% Green energy & 20% lower than current,0.007741935483870968
289,Bachelor,2,29,3,23,60% Green energy & same as current,0.02064516129032258
290,Bachelor,2,29,3,23,60% Green energy & 20% higher than current,0.00903225806451613
291,Bachelor,2,29,3,23,80% Green energy & 20% lower than current,0.01806451612903226
292,Bachelor,2,29,3,23,80% Green energy & same as current,0.011612903225806452
293,Bachelor,2,29,3,23,80% Green energy & 20% higher than current,0.007741935483870968
294,Bachelor,2,29,3,23,100% Green energy & 20% lower than current,0.00903225806451613
295,Bachelor,2,29,3,23,100% Green energy & same as current,0.0064516129032258064
296,Bachelor,2,29,3,23,100% Green energy & 20% higher than current,0.012903225806451613
297,Bachelor,3,22,1,27,60% Green energy & 20% lower than current,0.007741935483870968
298,Bachelor,3,22,1,27,60% Green energy & same as current,0.02064516129032258
299,Bachelor,3,22,1,27,60% Green energy & 20% higher than current,0.00903225806451613
300,Bachelor,3,22,1,27,80% Green energy & 20% lower than current,0.01806451612903226
301,Bachelor,3,22,1,27,80% Green energy & same as current,0.011612903225806452
302,Bachelor,3,22,1,27,80% Green energy & 20% higher than current,0.007741935483870968
303,Bachelor,3,22,1,27,100% Green energy & 20% lower than current,0.00903225806451613
304,Bachelor,3,22,1,27,100% Green energy & same as current,0.0064516129032258064
305,Bachelor,3,22,1,27,100% Green energy & 20% higher than current,0.012903225806451613
306,Bachelor,3,22,2,30,60% Green energy & 20% lower than current,0.007741935483870968
307,Bachelor,3,22,2,30,60% Green energy & same as current,0.02064516129032258
308,Bachelor,3,22,2,30,60% Green energy & 20% higher than current,0.00903225806451613
309,Bachelor,3,22,2,30,80% Green energy & 20% lower than current,0.01806451612903226
310,Bachelor,3,22,2,30,80% Green energy & same as current,0.011612903225806452
311,Bachelor,3,22,2,30,80% Green energy & 20% higher than current,0.007741935483870968
312,Bachelor,3,22,2,30,100% Green energy & 20% lower than current,0.00903225806451613
313,Bachelor,3,22,2,30,100% Green energy & same as current,0.0064516129032258064
314,Bachelor,3,22,2,30,100% Green energy & 20% higher than current,0.012903225806451613
315,Bachelor,3,22,3,23,60% Green energy & 20% lower than current,0.007741935483870968
316,Bachelor,3,22,3,23,60% Green energy & same as current,0.02064516129032258
317,Bachelor,3,22,3,23,60% Green energy & 20% higher than current,0.00903225806451613
318,Bachelor,3,22,3,23,80% Green energy & 20% lower than current,0.01806451612903226
319,Bachelor,3,22,3,23,80% Green energy & same as current,0.011612903225806452
320,Bachelor,3,22,3,23,80% Green energy & 20% higher than current,0.007741935483870968
321,Bachelor,3,22,3,23,100% Green energy & 20% lower than current,0.00903225806451613
322,Bachelor,3,22,3,23,100% Green energy & same as current,0.0064516129032258064
323,Bachelor,3,22,3,23,100% Green energy & 20% higher than current,0.012903225806451613
324,Master,1,24,1,20,60% Green energy & 20% lower than current,0.005952380952380952
325,Master,1,24,1,20,60% Green energy & same as current,0.013095238095238096
326,Master,1,24,1,20,60% Green energy & 20% higher than current,0.009523809523809525
327,Master,1,24,1,20,80% Green energy & 20% lower than current,0.009523809523809525
328,Master,1,24,1,20,80% Green energy & same as current,0.014285714285714285
329,Master,1,24,1,20,80% Green energy & 20% higher than current,0.007142857142857143
330,Master,1,24,1,20,100% Green energy & 20% lower than current,0.008333333333333333
331,Master,1,24,1,20,100% Green energy & same as current,0.005952380952380952
332,Master,1,24,1,20,100% Green energy & 20% higher than current,0.011904761904761904
333,Master,1,24,2,28,60% Green energy & 20% lower than current,0.005952380952380952
334,Master,1,24,2,28,60% Green energy & same as current,0.013095238095238096
335,Master,1,24,2,28,60% Green energy & 20% higher than current,0.009523809523809525
336,Master,1,24,2,28,80% Green energy & 20% lower than current,0.009523809523809525
337,Master,1,24,2,28,80% Green energy & same as current,0.014285714285714285
338,Master,1,24,2,28,80% Green energy & 20% higher than current,0.007142857142857143
339,Master,1,24,2,28,100% Green energy & 20% lower than current,0.008333333333333333
340,Master,1,24,2,28,100% Green energy & same as current,0.005952380952380952
341,Master,1,24,2,28,100% Green energy & 20% higher than current,0.011904761904761904
342,Master,1,24,3,24,60% Green energy & 20% lower than current,0.005952380952380952
343,Master,1,24,3,24,60% Green energy & same as current,0.013095238095238096
344,Master,1,24,3,24,60% Green energy & 20% higher than current,0.009523809523809525
345,Master,1,24,3,24,80% Green energy & 20% lower than current,0.009523809523809525
346,Master,1,24,3,24,80% Green energy & same as current,0.014285714285714285
347,Master,1,24,3,24,80% Green energy & 20% higher than current,0.007142857142857143
348,Master,1,24,3,24,100% Green energy & 20% lower than current,0.008333333333333333
349,Master,1,24,3,24,100% Green energy & same as current,0.005952380952380952
350,Master,1,24,3,24,100% Green energy & 20% higher than current,0.011904761904761904
351,Master,2,26,1,20,60% Green energy & 20% lower than current,0.005952380952380952
352,Master,2,26,1,20,60% Green energy & same as current,0.013095238095238096
353,Master,2,26,1,20,60% Green energy & 20% higher than current,0.009523809523809525
354,Master,2,26,1,20,80% Green energy & 20% lower than current,0.009523809523809525
355,Master,2,26,1,20,80% Green energy & same as current,0.014285714285714285
356,Master,2,26,1,20,80% Green energy & 20% higher than current,0.007142857142857143
357,Master,2,26,1,20,100% Green energy & 20% lower than current,0.008333333333333333
358,Master,2,26,1,20,100% Green energy & same as current,0.005952380952380952
359,Master,2,26,1,20,100% Green energy & 20% higher than current,0.011904761904761904
360,Master,2,26,2,28,60% Green energy & 20% lower than current,0.005952380952380952
361,Master,2,26,2,28,60% Green energy & same as current,0.013095238095238096
362,Master,2,26,2,28,60% Green energy & 20% higher than current,0.009523809523809525
363,Master,2,26,2,28,80% Green energy & 20% lower than current,0.009523809523809525
364,Master,2,26,2,28,80% Green energy & same as current,0.014285714285714285
365,Master,2,26,2,28,80% Green energy & 20% higher than current,0.007142857142857143
