,income,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
1665,6000-8999,1,87,1,88,60% Green energy & 20% lower than current,0.02054794520547945
1666,6000-8999,1,87,1,88,60% Green energy & same as current,0.025342465753424658
1667,6000-8999,1,87,1,88,60% Green energy & 20% higher than current,0.0136986301369863
1668,6000-8999,1,87,1,88,80% Green energy & 20% lower than current,0.021232876712328767
1669,6000-8999,1,87,1,88,80% Green energy & same as current,0.021917808219178082
1670,6000-8999,1,87,1,88,80% Green energy & 20% higher than current,0.017123287671232876
1671,6000-8999,1,87,1,88,100% Green energy & 20% lower than current,0.018493150684931507
1672,6000-8999,1,87,1,88,100% Green energy & same as current,0.015753424657534248
1673,6000-8999,1,87,1,88,100% Green energy & 20% higher than current,0.01986301369863014
1674,6000-8999,1,87,2,92,60% Green energy & 20% lower than current,0.02054794520547945
1675,6000-8999,1,87,2,92,60% Green energy & same as current,0.025342465753424658
1676,6000-8999,1,87,2,92,60% Green energy & 20% higher than current,0.0136986301369863
1677,6000-8999,1,87,2,92,80% Green energy & 20% lower than current,0.021232876712328767
1678,6000-8999,1,87,2,92,80% Green energy & same as current,0.021917808219178082
1679,6000-8999,1,87,2,92,80% Green energy & 20% higher than current,0.017123287671232876
1680,6000-8999,1,87,2,92,100% Green energy & 20% lower than current,0.018493150684931507
1681,6000-8999,1,87,2,92,100% Green energy & same as current,0.015753424657534248
1682,6000-8999,1,87,2,92,100% Green energy & 20% higher than current,0.01986301369863014
1683,6000-8999,1,87,3,74,60% Green energy & 20% lower than current,0.02054794520547945
1684,6000-8999,1,87,3,74,60% Green energy & same as current,0.025342465753424658
1685,6000-8999,1,87,3,74,60% Green energy & 20% higher than current,0.0136986301369863
1686,6000-8999,1,87,3,74,80% Green energy & 20% lower than current,0.021232876712328767
1687,6000-8999,1,87,3,74,80% Green energy & same as current,0.021917808219178082
1688,6000-8999,1,87,3,74,80% Green energy & 20% higher than current,0.017123287671232876
1689,6000-8999,1,87,3,74,100% Green energy & 20% lower than current,0.018493150684931507
1690,6000-8999,1,87,3,74,100% Green energy & same as current,0.015753424657534248
1691,6000-8999,1,87,3,74,100% Green energy & 20% higher than current,0.01986301369863014
1692,6000-8999,2,88,1,88,60% Green energy & 20% lower than current,0.02054794520547945
1693,6000-8999,2,88,1,88,60% Green energy & same as current,0.025342465753424658
1694,6000-8999,2,88,1,88,60% Green energy & 20% higher than current,0.0136986301369863
1695,6000-8999,2,88,1,88,80% Green energy & 20% lower than current,0.021232876712328767
1696,6000-8999,2,88,1,88,80% Green energy & same as current,0.021917808219178082
1697,6000-8999,2,88,1,88,80% Green energy & 20% higher than current,0.017123287671232876
1698,6000-8999,2,88,1,88,100% Green energy & 20% lower than current,0.018493150684931507
1699,6000-8999,2,88,1,88,100% Green energy & same as current,0.015753424657534248
1700,6000-8999,2,88,1,88,100% Green energy & 20% higher than current,0.01986301369863014
1701,6000-8999,2,88,2,92,60% Green energy & 20% lower than current,0.02054794520547945
1702,6000-8999,2,88,2,92,60% Green energy & same as current,0.025342465753424658
1703,6000-8999,2,88,2,92,60% Green energy & 20% higher than current,0.0136986301369863
1704,6000-8999,2,88,2,92,80% Green energy & 20% lower than current,0.021232876712328767
1705,6000-8999,2,88,2,92,80% Green energy & same as current,0.021917808219178082
1706,6000-8999,2,88,2,92,80% Green energy & 20% higher than current,0.017123287671232876
1707,6000-8999,2,88,2,92,100% Green energy & 20% lower than current,0.018493150684931507
1708,6000-8999,2,88,2,92,100% Green energy & same as current,0.015753424657534248
1709,6000-8999,2,88,2,92,100% Green energy & 20% higher than current,0.01986301369863014
1710,6000-8999,2,88,3,74,60% Green energy & 20% lower than current,0.02054794520547945
1711,6000-8999,2,88,3,74,60% Green energy & same as current,0.025342465753424658
1712,6000-8999,2,88,3,74,60% Green energy & 20% higher than current,0.0136986301369863
1713,6000-8999,2,88,3,74,80% Green energy & 20% lower than current,0.021232876712328767
1714,6000-8999,2,88,3,74,80% Green energy & same as current,0.021917808219178082
1715,6000-8999,2,88,3,74,80% Green energy & 20% higher than current,0.017123287671232876
1716,6000-8999,2,88,3,74,100% Green energy & 20% lower than current,0.018493150684931507
1717,6000-8999,2,88,3,74,100% Green energy & same as current,0.015753424657534248
1718,6000-8999,2,88,3,74,100% Green energy & 20% higher than current,0.01986301369863014
1719,6000-8999,3,79,1,88,60% Green energy & 20% lower than current,0.02054794520547945
1720,6000-8999,3,79,1,88,60% Green energy & same as current,0.025342465753424658
1721,6000-8999,3,79,1,88,60% Green energy & 20% higher than current,0.0136986301369863
1722,6000-8999,3,79,1,88,80% Green energy & 20% lower than current,0.021232876712328767
1723,6000-8999,3,79,1,88,80% Green energy & same as current,0.021917808219178082
1724,6000-8999,3,79,1,88,80% Green energy & 20% higher than current,0.017123287671232876
1725,6000-8999,3,79,1,88,100% Green energy & 20% lower than current,0.018493150684931507
1726,6000-8999,3,79,1,88,100% Green energy & same as current,0.015753424657534248
1727,6000-8999,3,79,1,88,100% Green energy & 20% higher than current,0.01986301369863014
1728,6000-8999,3,79,2,92,60% Green energy & 20% lower than current,0.02054794520547945
1729,6000-8999,3,79,2,92,60% Green energy & same as current,0.025342465753424658
1730,6000-8999,3,79,2,92,60% Green energy & 20% higher than current,0.0136986301369863
1731,6000-8999,3,79,2,92,80% Green energy & 20% lower than current,0.021232876712328767
1732,6000-8999,3,79,2,92,80% Green energy & same as current,0.021917808219178082
1733,6000-8999,3,79,2,92,80% Green energy & 20% higher than current,0.017123287671232876
1734,6000-8999,3,79,2,92,100% Green energy & 20% lower than current,0.018493150684931507
1735,6000-8999,3,79,2,92,100% Green energy & same as current,0.015753424657534248
1736,6000-8999,3,79,2,92,100% Green energy & 20% higher than current,0.01986301369863014
1737,6000-8999,3,79,3,74,60% Green energy & 20% lower than current,0.02054794520547945
1738,6000-8999,3,79,3,74,60% Green energy & same as current,0.025342465753424658
1739,6000-8999,3,79,3,74,60% Green energy & 20% higher than current,0.0136986301369863
1740,6000-8999,3,79,3,74,80% Green energy & 20% lower than current,0.021232876712328767
1741,6000-8999,3,79,3,74,80% Green energy & same as current,0.021917808219178082
1742,6000-8999,3,79,3,74,80% Green energy & 20% higher than current,0.017123287671232876
1743,6000-8999,3,79,3,74,100% Green energy & 20% lower than current,0.018493150684931507
1744,6000-8999,3,79,3,74,100% Green energy & same as current,0.015753424657534248
1745,6000-8999,3,79,3,74,100% Green energy & 20% higher than current,0.01986301369863014
1746,6000-8999,1,16,1,12,60% Green energy & 20% lower than current,0.003424657534246575
1747,6000-8999,1,16,1,12,60% Green energy & same as current,0.0061643835616438354
1748,6000-8999,1,16,1,12,60% Green energy & 20% higher than current,0.0013698630136986301
1749,6000-8999,1,16,1,12,80% Green energy & 20% lower than current,0.0027397260273972603
1750,6000-8999,1,16,1,12,80% Green energy & same as current,0.002054794520547945
1751,6000-8999,1,16,1,12,80% Green energy & 20% higher than current,0.003424657534246575
1752,6000-8999,1,16,1,12,100% Green energy & 20% lower than current,0.002054794520547945
1753,6000-8999,1,16,1,12,100% Green energy & same as current,0.002054794520547945
1754,6000-8999,1,16,1,12,100% Green energy & 20% higher than current,0.0027397260273972603
1755,6000-8999,1,16,2,15,60% Green energy & 20% lower than current,0.003424657534246575
1756,6000-8999,1,16,2,15,60% Green energy & same as current,0.0061643835616438354
1757,6000-8999,1,16,2,15,60% Green energy & 20% higher than current,0.0013698630136986301
1758,6000-8999,1,16,2,15,80% Green energy & 20% lower than current,0.0027397260273972603
1759,6000-8999,1,16,2,15,80% Green energy & same as current,0.002054794520547945
1760,6000-8999,1,16,2,15,80% Green energy & 20% higher than current,0.003424657534246575
1761,6000-8999,1,16,2,15,100% Green energy & 20% lower than current,0.002054794520547945
1762,6000-8999,1,16,2,15,100% Green energy & same as current,0.002054794520547945
1763,6000-8999,1,16,2,15,100% Green energy & 20% higher than current,0.0027397260273972603
1764,6000-8999,1,16,3,11,60% Green energy & 20% lower than current,0.003424657534246575
1765,6000-8999,1,16,3,11,60% Green energy & same as current,0.0061643835616438354
1766,6000-8999,1,16,3,11,60% Green energy & 20% higher than current,0.0013698630136986301
1767,6000-8999,1,16,3,11,80% Green energy & 20% lower than current,0.0027397260273972603
1768,6000-8999,1,16,3,11,80% Green energy & same as current,0.002054794520547945
1769,6000-8999,1,16,3,11,80% Green energy & 20% higher than current,0.003424657534246575
1770,6000-8999,1,16,3,11,100% Green energy & 20% lower than current,0.002054794520547945
1771,6000-8999,1,16,3,11,100% Green energy & same as current,0.002054794520547945
1772,6000-8999,1,16,3,11,100% Green energy & 20% higher than current,0.0027397260273972603
1773,6000-8999,2,12,1,12,60% Green energy & 20% lower than current,0.003424657534246575
1774,6000-8999,2,12,1,12,60% Green energy & same as current,0.0061643835616438354
1775,6000-8999,2,12,1,12,60% Green energy & 20% higher than current,0.0013698630136986301
1776,6000-8999,2,12,1,12,80% Green energy & 20% lower than current,0.0027397260273972603
1777,6000-8999,2,12,1,12,80% Green energy & same as current,0.002054794520547945
1778,6000-8999,2,12,1,12,80% Green energy & 20% higher than current,0.003424657534246575
1779,6000-8999,2,12,1,12,100% Green energy & 20% lower than current,0.002054794520547945
1780,6000-8999,2,12,1,12,100% Green energy & same as current,0.002054794520547945
1781,6000-8999,2,12,1,12,100% Green energy & 20% higher than current,0.0027397260273972603
1782,6000-8999,2,12,2,15,60% Green energy & 20% lower than current,0.003424657534246575
1783,6000-8999,2,12,2,15,60% Green energy & same as current,0.0061643835616438354
1784,6000-8999,2,12,2,15,60% Green energy & 20% higher than current,0.0013698630136986301
1785,6000-8999,2,12,2,15,80% Green energy & 20% lower than current,0.0027397260273972603
1786,6000-8999,2,12,2,15,80% Green energy & same as current,0.002054794520547945
1787,6000-8999,2,12,2,15,80% Green energy & 20% higher than current,0.003424657534246575
1788,6000-8999,2,12,2,15,100% Green energy & 20% lower than current,0.002054794520547945
1789,6000-8999,2,12,2,15,100% Green energy & same as current,0.002054794520547945
1790,6000-8999,2,12,2,15,100% Green energy & 20% higher than current,0.0027397260273972603
1791,6000-8999,2,12,3,11,60% Green energy & 20% lower than current,0.003424657534246575
1792,6000-8999,2,12,3,11,60% Green energy & same as current,0.0061643835616438354
1793,6000-8999,2,12,3,11,60% Green energy & 20% higher than current,0.0013698630136986301
1794,6000-8999,2,12,3,11,80% Green energy & 20% lower than current,0.0027397260273972603
1795,6000-8999,2,12,3,11,80% Green energy & same as current,0.002054794520547945
1796,6000-8999,2,12,3,11,80% Green energy & 20% higher than current,0.003424657534246575
1797,6000-8999,2,12,3,11,100% Green energy & 20% lower than current,0.002054794520547945
1798,6000-8999,2,12,3,11,100% Green energy & same as current,0.002054794520547945
1799,6000-8999,2,12,3,11,100% Green energy & 20% higher than current,0.0027397260273972603
1800,6000-8999,3,10,1,12,60% Green energy & 20% lower than current,0.003424657534246575
1801,6000-8999,3,10,1,12,60% Green energy & same as current,0.0061643835616438354
1802,6000-8999,3,10,1,12,60% Green energy & 20% higher than current,0.0013698630136986301
1803,6000-8999,3,10,1,12,80% Green energy & 20% lower than current,0.0027397260273972603
1804,6000-8999,3,10,1,12,80% Green energy & same as current,0.002054794520547945
1805,6000-8999,3,10,1,12,80% Green energy & 20% higher than current,0.003424657534246575
1806,6000-8999,3,10,1,12,100% Green energy & 20% lower than current,0.002054794520547945
1807,6000-8999,3,10,1,12,100% Green energy & same as current,0.002054794520547945
1808,6000-8999,3,10,1,12,100% Green energy & 20% higher than current,0.0027397260273972603
1809,6000-8999,3,10,2,15,60% Green energy & 20% lower than current,0.003424657534246575
1810,6000-8999,3,10,2,15,60% Green energy & same as current,0.0061643835616438354
1811,6000-8999,3,10,2,15,60% Green energy & 20% higher than current,0.0013698630136986301
1812,6000-8999,3,10,2,15,80% Green energy & 20% lower than current,0.0027397260273972603
1813,6000-8999,3,10,2,15,80% Green energy & same as current,0.002054794520547945
1814,6000-8999,3,10,2,15,80% Green energy & 20% higher than current,0.003424657534246575
1815,6000-8999,3,10,2,15,100% Green energy & 20% lower than current,0.002054794520547945
1816,6000-8999,3,10,2,15,100% Green energy & same as current,0.002054794520547945
1817,6000-8999,3,10,2,15,100% Green energy & 20% higher than current,0.0027397260273972603
1818,6000-8999,3,10,3,11,60% Green energy & 20% lower than current,0.003424657534246575
1819,6000-8999,3,10,3,11,60% Green energy & same as current,0.0061643835616438354
1820,6000-8999,3,10,3,11,60% Green energy & 20% higher than current,0.0013698630136986301
1821,6000-8999,3,10,3,11,80% Green energy & 20% lower than current,0.0027397260273972603
1822,6000-8999,3,10,3,11,80% Green energy & same as current,0.002054794520547945
1823,6000-8999,3,10,3,11,80% Green energy & 20% higher than current,0.003424657534246575
1824,6000-8999,3,10,3,11,100% Green energy & 20% lower than current,0.002054794520547945
1825,6000-8999,3,10,3,11,100% Green energy & same as current,0.002054794520547945
1826,6000-8999,3,10,3,11,100% Green energy & 20% higher than current,0.0027397260273972603
1827,9000-12000,1,95,1,109,60% Green energy & 20% lower than current,0.03975155279503106
1828,9000-12000,1,95,1,109,60% Green energy & same as current,0.04596273291925466
1829,9000-12000,1,95,1,109,60% Green energy & 20% higher than current,0.03229813664596273
1830,9000-12000,1,95,1,109,80% Green energy & 20% lower than current,0.049689440993788817
1831,9000-12000,1,95,1,109,80% Green energy & same as current,0.037267080745341616
1832,9000-12000,1,95,1,109,80% Green energy & 20% higher than current,0.037267080745341616
1833,9000-12000,1,95,1,109,100% Green energy & 20% lower than current,0.04596273291925466
1834,9000-12000,1,95,1,109,100% Green energy & same as current,0.0422360248447205
1835,9000-12000,1,95,1,109,100% Green energy & 20% higher than current,0.06956521739130435
