,income,education,green_energy,green_energy_freq,cost,cost_freq,combination,combination_freq
0,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,60% Green energy & 20% lower than current,11
1,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,60% Green energy & same as current,11
2,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,60% Green energy & 20% higher than current,7
3,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,80% Green energy & 20% lower than current,7
4,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,80% Green energy & same as current,8
5,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,80% Green energy & 20% higher than current,9
6,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,100% Green energy & 20% lower than current,10
7,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,100% Green energy & same as current,8
8,3000 or less,Compulsory school,60% Green energy,29,20% lower than current,28,100% Green energy & 20% higher than current,6
9,3000 or less,Compulsory school,60% Green energy,29,same as current,27,60% Green energy & 20% lower than current,11
10,3000 or less,Compulsory school,60% Green energy,29,same as current,27,60% Green energy & same as current,11
11,3000 or less,Compulsory school,60% Green energy,29,same as current,27,60% Green energy & 20% higher than current,7
12,3000 or less,Compulsory school,60% Green energy,29,same as current,27,80% Green energy & 20% lower than current,7
13,3000 or less,Compulsory school,60% Green energy,29,same as current,27,80% Green energy & same as current,8
14,3000 or less,Compulsory school,60% Green energy,29,same as current,27,80% Green energy & 20% higher than current,9
15,3000 or less,Compulsory school,60% Green energy,29,same as current,27,100% Green energy & 20% lower than current,10
16,3000 or less,Compulsory school,60% Green energy,29,same as current,27,100% Green energy & same as current,8
17,3000 or less,Compulsory school,60% Green energy,29,same as current,27,100% Green energy & 20% higher than current,6
18,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,60% Green energy & 20% lower than current,11
19,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,60% Green energy & same as current,11
20,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,60% Green energy & 20% higher than current,7
21,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,80% Green energy & 20% lower than current,7
22,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,80% Green energy & same as current,8
23,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,80% Green energy & 20% higher than current,9
24,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,100% Green energy & 20% lower than current,10
25,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,100% Green energy & same as current,8
26,3000 or less,Compulsory school,60% Green energy,29,20% higher than current,22,100% Green energy & 20% higher than current,6
27,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,60% Green energy & 20% lower than current,11
28,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,60% Green energy & same as current,11
29,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,60% Green energy & 20% higher than current,7
30,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,80% Green energy & 20% lower than current,7
31,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,80% Green energy & same as current,8
32,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,80% Green energy & 20% higher than current,9
33,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,100% Green energy & 20% lower than current,10
34,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,100% Green energy & same as current,8
35,3000 or less,Compulsory school,80% Green energy,24,20% lower than current,28,100% Green energy & 20% higher than current,6
36,3000 or less,Compulsory school,80% Green energy,24,same as current,27,60% Green energy & 20% lower than current,11
37,3000 or less,Compulsory school,80% Green energy,24,same as current,27,60% Green energy & same as current,11
38,3000 or less,Compulsory school,80% Green energy,24,same as current,27,60% Green energy & 20% higher than current,7
39,3000 or less,Compulsory school,80% Green energy,24,same as current,27,80% Green energy & 20% lower than current,7
40,3000 or less,Compulsory school,80% Green energy,24,same as current,27,80% Green energy & same as current,8
41,3000 or less,Compulsory school,80% Green energy,24,same as current,27,80% Green energy & 20% higher than current,9
42,3000 or less,Compulsory school,80% Green energy,24,same as current,27,100% Green energy & 20% lower than current,10
43,3000 or less,Compulsory school,80% Green energy,24,same as current,27,100% Green energy & same as current,8
44,3000 or less,Compulsory school,80% Green energy,24,same as current,27,100% Green energy & 20% higher than current,6
45,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,60% Green energy & 20% lower than current,11
46,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,60% Green energy & same as current,11
47,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,60% Green energy & 20% higher than current,7
48,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,80% Green energy & 20% lower than current,7
49,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,80% Green energy & same as current,8
50,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,80% Green energy & 20% higher than current,9
51,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,100% Green energy & 20% lower than current,10
52,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,100% Green energy & same as current,8
53,3000 or less,Compulsory school,80% Green energy,24,20% higher than current,22,100% Green energy & 20% higher than current,6
54,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,60% Green energy & 20% lower than current,11
55,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,60% Green energy & same as current,11
56,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,60% Green energy & 20% higher than current,7
57,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,80% Green energy & 20% lower than current,7
58,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,80% Green energy & same as current,8
59,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,80% Green energy & 20% higher than current,9
60,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,100% Green energy & 20% lower than current,10
61,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,100% Green energy & same as current,8
62,3000 or less,Compulsory school,100% Green energy,24,20% lower than current,28,100% Green energy & 20% higher than current,6
63,3000 or less,Compulsory school,100% Green energy,24,same as current,27,60% Green energy & 20% lower than current,11
64,3000 or less,Compulsory school,100% Green energy,24,same as current,27,60% Green energy & same as current,11
65,3000 or less,Compulsory school,100% Green energy,24,same as current,27,60% Green energy & 20% higher than current,7
66,3000 or less,Compulsory school,100% Green energy,24,same as current,27,80% Green energy & 20% lower than current,7
67,3000 or less,Compulsory school,100% Green energy,24,same as current,27,80% Green energy & same as current,8
68,3000 or less,Compulsory school,100% Green energy,24,same as current,27,80% Green energy & 20% higher than current,9
69,3000 or less,Compulsory school,100% Green energy,24,same as current,27,100% Green energy & 20% lower than current,10
70,3000 or less,Compulsory school,100% Green energy,24,same as current,27,100% Green energy & same as current,8
71,3000 or less,Compulsory school,100% Green energy,24,same as current,27,100% Green energy & 20% higher than current,6
72,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,60% Green energy & 20% lower than current,11
73,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,60% Green energy & same as current,11
74,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,60% Green energy & 20% higher than current,7
75,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,80% Green energy & 20% lower than current,7
76,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,80% Green energy & same as current,8
77,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,80% Green energy & 20% higher than current,9
78,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,100% Green energy & 20% lower than current,10
79,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,100% Green energy & same as current,8
80,3000 or less,Compulsory school,100% Green energy,24,20% higher than current,22,100% Green energy & 20% higher than current,6
81,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,60% Green energy & 20% lower than current,30
82,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,60% Green energy & same as current,40
83,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,60% Green energy & 20% higher than current,31
84,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,80% Green energy & 20% lower than current,37
85,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,80% Green energy & same as current,33
86,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,80% Green energy & 20% higher than current,28
87,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,100% Green energy & 20% lower than current,27
88,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,100% Green energy & same as current,25
89,3000 or less,Vocational school,60% Green energy,101,20% lower than current,94,100% Green energy & 20% higher than current,30
90,3000 or less,Vocational school,60% Green energy,101,same as current,98,60% Green energy & 20% lower than current,30
91,3000 or less,Vocational school,60% Green energy,101,same as current,98,60% Green energy & same as current,40
92,3000 or less,Vocational school,60% Green energy,101,same as current,98,60% Green energy & 20% higher than current,31
93,3000 or less,Vocational school,60% Green energy,101,same as current,98,80% Green energy & 20% lower than current,37
94,3000 or less,Vocational school,60% Green energy,101,same as current,98,80% Green energy & same as current,33
95,3000 or less,Vocational school,60% Green energy,101,same as current,98,80% Green energy & 20% higher than current,28
96,3000 or less,Vocational school,60% Green energy,101,same as current,98,100% Green energy & 20% lower than current,27
97,3000 or less,Vocational school,60% Green energy,101,same as current,98,100% Green energy & same as current,25
98,3000 or less,Vocational school,60% Green energy,101,same as current,98,100% Green energy & 20% higher than current,30
99,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,60% Green energy & 20% lower than current,30
100,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,60% Green energy & same as current,40
101,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,60% Green energy & 20% higher than current,31
102,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,80% Green energy & 20% lower than current,37
103,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,80% Green energy & same as current,33
104,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,80% Green energy & 20% higher than current,28
105,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,100% Green energy & 20% lower than current,27
106,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,100% Green energy & same as current,25
107,3000 or less,Vocational school,60% Green energy,101,20% higher than current,89,100% Green energy & 20% higher than current,30
108,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,60% Green energy & 20% lower than current,30
109,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,60% Green energy & same as current,40
110,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,60% Green energy & 20% higher than current,31
111,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,80% Green energy & 20% lower than current,37
112,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,80% Green energy & same as current,33
113,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,80% Green energy & 20% higher than current,28
114,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,100% Green energy & 20% lower than current,27
115,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,100% Green energy & same as current,25
116,3000 or less,Vocational school,80% Green energy,98,20% lower than current,94,100% Green energy & 20% higher than current,30
117,3000 or less,Vocational school,80% Green energy,98,same as current,98,60% Green energy & 20% lower than current,30
118,3000 or less,Vocational school,80% Green energy,98,same as current,98,60% Green energy & same as current,40
119,3000 or less,Vocational school,80% Green energy,98,same as current,98,60% Green energy & 20% higher than current,31
120,3000 or less,Vocational school,80% Green energy,98,same as current,98,80% Green energy & 20% lower than current,37
121,3000 or less,Vocational school,80% Green energy,98,same as current,98,80% Green energy & same as current,33
122,3000 or less,Vocational school,80% Green energy,98,same as current,98,80% Green energy & 20% higher than current,28
123,3000 or less,Vocational school,80% Green energy,98,same as current,98,100% Green energy & 20% lower than current,27
124,3000 or less,Vocational school,80% Green energy,98,same as current,98,100% Green energy & same as current,25
125,3000 or less,Vocational school,80% Green energy,98,same as current,98,100% Green energy & 20% higher than current,30
126,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,60% Green energy & 20% lower than current,30
127,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,60% Green energy & same as current,40
128,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,60% Green energy & 20% higher than current,31
129,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,80% Green energy & 20% lower than current,37
130,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,80% Green energy & same as current,33
131,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,80% Green energy & 20% higher than current,28
132,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,100% Green energy & 20% lower than current,27
133,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,100% Green energy & same as current,25
134,3000 or less,Vocational school,80% Green energy,98,20% higher than current,89,100% Green energy & 20% higher than current,30
135,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,60% Green energy & 20% lower than current,30
136,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,60% Green energy & same as current,40
137,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,60% Green energy & 20% higher than current,31
138,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,80% Green energy & 20% lower than current,37
139,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,80% Green energy & same as current,33
140,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,80% Green energy & 20% higher than current,28
141,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,100% Green energy & 20% lower than current,27
142,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,100% Green energy & same as current,25
143,3000 or less,Vocational school,100% Green energy,82,20% lower than current,94,100% Green energy & 20% higher than current,30
144,3000 or less,Vocational school,100% Green energy,82,same as current,98,60% Green energy & 20% lower than current,30
145,3000 or less,Vocational school,100% Green energy,82,same as current,98,60% Green energy & same as current,40
146,3000 or less,Vocational school,100% Green energy,82,same as current,98,60% Green energy & 20% higher than current,31
147,3000 or less,Vocational school,100% Green energy,82,same as current,98,80% Green energy & 20% lower than current,37
148,3000 or less,Vocational school,100% Green energy,82,same as current,98,80% Green energy & same as current,33
149,3000 or less,Vocational school,100% Green energy,82,same as current,98,80% Green energy & 20% higher than current,28
150,3000 or less,Vocational school,100% Green energy,82,same as current,98,100% Green energy & 20% lower than current,27
151,3000 or less,Vocational school,100% Green energy,82,same as current,98,100% Green energy & same as current,25
152,3000 or less,Vocational school,100% Green energy,82,same as current,98,100% Green energy & 20% higher than current,30
153,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,60% Green energy & 20% lower than current,30
154,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,60% Green energy & same as current,40
155,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,60% Green energy & 20% higher than current,31
156,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,80% Green energy & 20% lower than current,37
157,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,80% Green energy & same as current,33
158,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,80% Green energy & 20% higher than current,28
159,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,100% Green energy & 20% lower than current,27
160,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,100% Green energy & same as current,25
161,3000 or less,Vocational school,100% Green energy,82,20% higher than current,89,100% Green energy & 20% higher than current,30
162,3000 or less,Matura,60% Green energy,12,20% lower than current,8,60% Green energy & 20% lower than current,4
163,3000 or less,Matura,60% Green energy,12,20% lower than current,8,60% Green energy & same as current,4
164,3000 or less,Matura,60% Green energy,12,20% lower than current,8,60% Green energy & 20% higher than current,4
165,3000 or less,Matura,60% Green energy,12,20% lower than current,8,80% Green energy & 20% lower than current,2
166,3000 or less,Matura,60% Green energy,12,20% lower than current,8,80% Green energy & same as current,5
167,3000 or less,Matura,60% Green energy,12,20% lower than current,8,80% Green energy & 20% higher than current,3
168,3000 or less,Matura,60% Green energy,12,20% lower than current,8,100% Green energy & 20% lower than current,2
169,3000 or less,Matura,60% Green energy,12,20% lower than current,8,100% Green energy & same as current,3
170,3000 or less,Matura,60% Green energy,12,20% lower than current,8,100% Green energy & 20% higher than current,3
171,3000 or less,Matura,60% Green energy,12,same as current,12,60% Green energy & 20% lower than current,4
172,3000 or less,Matura,60% Green energy,12,same as current,12,60% Green energy & same as current,4
173,3000 or less,Matura,60% Green energy,12,same as current,12,60% Green energy & 20% higher than current,4
174,3000 or less,Matura,60% Green energy,12,same as current,12,80% Green energy & 20% lower than current,2
175,3000 or less,Matura,60% Green energy,12,same as current,12,80% Green energy & same as current,5
176,3000 or less,Matura,60% Green energy,12,same as current,12,80% Green energy & 20% higher than current,3
177,3000 or less,Matura,60% Green energy,12,same as current,12,100% Green energy & 20% lower than current,2
178,3000 or less,Matura,60% Green energy,12,same as current,12,100% Green energy & same as current,3
179,3000 or less,Matura,60% Green energy,12,same as current,12,100% Green energy & 20% higher than current,3
180,3000 or less,Matura,60% Green energy,12,20% higher than current,10,60% Green energy & 20% lower than current,4
181,3000 or less,Matura,60% Green energy,12,20% higher than current,10,60% Green energy & same as current,4
182,3000 or less,Matura,60% Green energy,12,20% higher than current,10,60% Green energy & 20% higher than current,4
183,3000 or less,Matura,60% Green energy,12,20% higher than current,10,80% Green energy & 20% lower than current,2
184,3000 or less,Matura,60% Green energy,12,20% higher than current,10,80% Green energy & same as current,5
185,3000 or less,Matura,60% Green energy,12,20% higher than current,10,80% Green energy & 20% higher than current,3
186,3000 or less,Matura,60% Green energy,12,20% higher than current,10,100% Green energy & 20% lower than current,2
187,3000 or less,Matura,60% Green energy,12,20% higher than current,10,100% Green energy & same as current,3
188,3000 or less,Matura,60% Green energy,12,20% higher than current,10,100% Green energy & 20% higher than current,3
189,3000 or less,Matura,80% Green energy,10,20% lower than current,8,60% Green energy & 20% lower than current,4
190,3000 or less,Matura,80% Green energy,10,20% lower than current,8,60% Green energy & same as current,4
191,3000 or less,Matura,80% Green energy,10,20% lower than current,8,60% Green energy & 20% higher than current,4
192,3000 or less,Matura,80% Green energy,10,20% lower than current,8,80% Green energy & 20% lower than current,2
193,3000 or less,Matura,80% Green energy,10,20% lower than current,8,80% Green energy & same as current,5
194,3000 or less,Matura,80% Green energy,10,20% lower than current,8,80% Green energy & 20% higher than current,3
195,3000 or less,Matura,80% Green energy,10,20% lower than current,8,100% Green energy & 20% lower than current,2
196,3000 or less,Matura,80% Green energy,10,20% lower than current,8,100% Green energy & same as current,3
197,3000 or less,Matura,80% Green energy,10,20% lower than current,8,100% Green energy & 20% higher than current,3
198,3000 or less,Matura,80% Green energy,10,same as current,12,60% Green energy & 20% lower than current,4
199,3000 or less,Matura,80% Green energy,10,same as current,12,60% Green energy & same as current,4
200,3000 or less,Matura,80% Green energy,10,same as current,12,60% Green energy & 20% higher than current,4
201,3000 or less,Matura,80% Green energy,10,same as current,12,80% Green energy & 20% lower than current,2
202,3000 or less,Matura,80% Green energy,10,same as current,12,80% Green energy & same as current,5
203,3000 or less,Matura,80% Green energy,10,same as current,12,80% Green energy & 20% higher than current,3
204,3000 or less,Matura,80% Green energy,10,same as current,12,100% Green energy & 20% lower than current,2
205,3000 or less,Matura,80% Green energy,10,same as current,12,100% Green energy & same as current,3
206,3000 or less,Matura,80% Green energy,10,same as current,12,100% Green energy & 20% higher than current,3
207,3000 or less,Matura,80% Green energy,10,20% higher than current,10,60% Green energy & 20% lower than current,4
208,3000 or less,Matura,80% Green energy,10,20% higher than current,10,60% Green energy & same as current,4
209,3000 or less,Matura,80% Green energy,10,20% higher than current,10,60% Green energy & 20% higher than current,4
210,3000 or less,Matura,80% Green energy,10,20% higher than current,10,80% Green energy & 20% lower than current,2
211,3000 or less,Matura,80% Green energy,10,20% higher than current,10,80% Green energy & same as current,5
212,3000 or less,Matura,80% Green energy,10,20% higher than current,10,80% Green energy & 20% higher than current,3
213,3000 or less,Matura,80% Green energy,10,20% higher than current,10,100% Green energy & 20% lower than current,2
214,3000 or less,Matura,80% Green energy,10,20% higher than current,10,100% Green energy & same as current,3
215,3000 or less,Matura,80% Green energy,10,20% higher than current,10,100% Green energy & 20% higher than current,3
216,3000 or less,Matura,100% Green energy,8,20% lower than current,8,60% Green energy & 20% lower than current,4
217,3000 or less,Matura,100% Green energy,8,20% lower than current,8,60% Green energy & same as current,4
218,3000 or less,Matura,100% Green energy,8,20% lower than current,8,60% Green energy & 20% higher than current,4
219,3000 or less,Matura,100% Green energy,8,20% lower than current,8,80% Green energy & 20% lower than current,2
220,3000 or less,Matura,100% Green energy,8,20% lower than current,8,80% Green energy & same as current,5
221,3000 or less,Matura,100% Green energy,8,20% lower than current,8,80% Green energy & 20% higher than current,3
222,3000 or less,Matura,100% Green energy,8,20% lower than current,8,100% Green energy & 20% lower than current,2
223,3000 or less,Matura,100% Green energy,8,20% lower than current,8,100% Green energy & same as current,3
224,3000 or less,Matura,100% Green energy,8,20% lower than current,8,100% Green energy & 20% higher than current,3
225,3000 or less,Matura,100% Green energy,8,same as current,12,60% Green energy & 20% lower than current,4
226,3000 or less,Matura,100% Green energy,8,same as current,12,60% Green energy & same as current,4
227,3000 or less,Matura,100% Green energy,8,same as current,12,60% Green energy & 20% higher than current,4
228,3000 or less,Matura,100% Green energy,8,same as current,12,80% Green energy & 20% lower than current,2
229,3000 or less,Matura,100% Green energy,8,same as current,12,80% Green energy & same as current,5
230,3000 or less,Matura,100% Green energy,8,same as current,12,80% Green energy & 20% higher than current,3
231,3000 or less,Matura,100% Green energy,8,same as current,12,100% Green energy & 20% lower than current,2
232,3000 or less,Matura,100% Green energy,8,same as current,12,100% Green energy & same as current,3
233,3000 or less,Matura,100% Green energy,8,same as current,12,100% Green energy & 20% higher than current,3
234,3000 or less,Matura,100% Green energy,8,20% higher than current,10,60% Green energy & 20% lower than current,4
235,3000 or less,Matura,100% Green energy,8,20% higher than current,10,60% Green energy & same as current,4
236,3000 or less,Matura,100% Green energy,8,20% higher than current,10,60% Green energy & 20% higher than current,4
237,3000 or less,Matura,100% Green energy,8,20% higher than current,10,80% Green energy & 20% lower than current,2
238,3000 or less,Matura,100% Green energy,8,20% higher than current,10,80% Green energy & same as current,5
239,3000 or less,Matura,100% Green energy,8,20% higher than current,10,80% Green energy & 20% higher than current,3
240,3000 or less,Matura,100% Green energy,8,20% higher than current,10,100% Green energy & 20% lower than current,2
241,3000 or less,Matura,100% Green energy,8,20% higher than current,10,100% Green energy & same as current,3
242,3000 or less,Matura,100% Green energy,8,20% higher than current,10,100% Green energy & 20% higher than current,3
243,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,60% Green energy & 20% lower than current,6
244,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,60% Green energy & same as current,16
245,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,60% Green energy & 20% higher than current,7
246,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,80% Green energy & 20% lower than current,14
247,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,80% Green energy & same as current,9
248,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,80% Green energy & 20% higher than current,6
249,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,100% Green energy & 20% lower than current,7
250,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,100% Green energy & same as current,5
251,3000 or less,Bachelor,60% Green energy,29,20% lower than current,27,100% Green energy & 20% higher than current,10
252,3000 or less,Bachelor,60% Green energy,29,same as current,30,60% Green energy & 20% lower than current,6
253,3000 or less,Bachelor,60% Green energy,29,same as current,30,60% Green energy & same as current,16
254,3000 or less,Bachelor,60% Green energy,29,same as current,30,60% Green energy & 20% higher than current,7
255,3000 or less,Bachelor,60% Green energy,29,same as current,30,80% Green energy & 20% lower than current,14
256,3000 or less,Bachelor,60% Green energy,29,same as current,30,80% Green energy & same as current,9
257,3000 or less,Bachelor,60% Green energy,29,same as current,30,80% Green energy & 20% higher than current,6
258,3000 or less,Bachelor,60% Green energy,29,same as current,30,100% Green energy & 20% lower than current,7
259,3000 or less,Bachelor,60% Green energy,29,same as current,30,100% Green energy & same as current,5
260,3000 or less,Bachelor,60% Green energy,29,same as current,30,100% Green energy & 20% higher than current,10
261,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,60% Green energy & 20% lower than current,6
262,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,60% Green energy & same as current,16
263,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,60% Green energy & 20% higher than current,7
264,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,80% Green energy & 20% lower than current,14
265,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,80% Green energy & same as current,9
266,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,80% Green energy & 20% higher than current,6
267,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,100% Green energy & 20% lower than current,7
268,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,100% Green energy & same as current,5
269,3000 or less,Bachelor,60% Green energy,29,20% higher than current,23,100% Green energy & 20% higher than current,10
270,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,60% Green energy & 20% lower than current,6
271,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,60% Green energy & same as current,16
272,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,60% Green energy & 20% higher than current,7
273,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,80% Green energy & 20% lower than current,14
274,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,80% Green energy & same as current,9
275,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,80% Green energy & 20% higher than current,6
276,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,100% Green energy & 20% lower than current,7
277,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,100% Green energy & same as current,5
278,3000 or less,Bachelor,80% Green energy,29,20% lower than current,27,100% Green energy & 20% higher than current,10
279,3000 or less,Bachelor,80% Green energy,29,same as current,30,60% Green energy & 20% lower than current,6
280,3000 or less,Bachelor,80% Green energy,29,same as current,30,60% Green energy & same as current,16
281,3000 or less,Bachelor,80% Green energy,29,same as current,30,60% Green energy & 20% higher than current,7
282,3000 or less,Bachelor,80% Green energy,29,same as current,30,80% Green energy & 20% lower than current,14
283,3000 or less,Bachelor,80% Green energy,29,same as current,30,80% Green energy & same as current,9
284,3000 or less,Bachelor,80% Green energy,29,same as current,30,80% Green energy & 20% higher than current,6
285,3000 or less,Bachelor,80% Green energy,29,same as current,30,100% Green energy & 20% lower than current,7
286,3000 or less,Bachelor,80% Green energy,29,same as current,30,100% Green energy & same as current,5
287,3000 or less,Bachelor,80% Green energy,29,same as current,30,100% Green energy & 20% higher than current,10
288,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,60% Green energy & 20% lower than current,6
289,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,60% Green energy & same as current,16
290,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,60% Green energy & 20% higher than current,7
291,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,80% Green energy & 20% lower than current,14
292,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,80% Green energy & same as current,9
293,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,80% Green energy & 20% higher than current,6
294,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,100% Green energy & 20% lower than current,7
295,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,100% Green energy & same as current,5
296,3000 or less,Bachelor,80% Green energy,29,20% higher than current,23,100% Green energy & 20% higher than current,10
297,3000 or less,Bachelor,100% Green energy,22,20% lower than current,27,60% Green energy & 20% lower than current,6
298,3000 or less,Bachelor,100% Green energy,22,20% lower than current,27,60% Green energy & same as current,16
299,3000 or less,Bachelor,100% Green energy,22,20% lower than current,27,60% Green energy & 20% higher than current,7
