,ISO2,latitude,longitude,F2023,Technology
1236,MG,-18.766947,46.869107,192.566,Hydropower (excl. Pumped Storage)
1238,MG,-18.766947,46.869107,50.559,Solar energy
1240,MG,-18.766947,46.869107,0.177,Wind energy
1242,MW,-13.254308,34.301525,18.5,Bioenergy
1244,MW,-13.254308,34.301525,132.098,Fossil fuels
1246,MW,-13.254308,34.301525,392.619,Hydropower (excl. Pumped Storage)
1248,MW,-13.254308,34.301525,108.33,Solar energy
1250,MY,4.210484,101.975766,904.35,Bioenergy
1252,MY,4.210484,101.975766,30630.67,Fossil fuels
1254,MY,4.210484,101.975766,6214.855,Hydropower (excl. Pumped Storage)
1256,MY,4.210484,101.975766,1933.251,Solar energy
1258,MV,3.202778,73.22068,0.25,Bioenergy
1260,MV,3.202778,73.22068,529.0,Fossil fuels
1262,MV,3.202778,73.22068,37.055,Solar energy
1264,MV,3.202778,73.22068,1.407,Wind energy
1266,ML,17.570692,-3.996166,40.686,Bioenergy
1268,ML,17.570692,-3.996166,509.6,Fossil fuels
1270,ML,17.570692,-3.996166,455.303,Hydropower (excl. Pumped Storage)
1272,ML,17.570692,-3.996166,96.961,Solar energy
1274,MT,35.937496,14.375416,2.823,Bioenergy
1276,MT,35.937496,14.375416,498.0,Fossil fuels
1278,MT,35.937496,14.375416,231.017,Solar energy
1280,MT,35.937496,14.375416,0.1,Wind energy
1282,MH,7.131474,171.184478,28.87,Fossil fuels
1284,MH,7.131474,171.184478,1.837,Solar energy
1286,MH,7.131474,171.184478,0.011,Wind energy
1288,MQ,14.641528,-61.024174,43.65,Bioenergy
1290,MQ,14.641528,-61.024174,394.6,Fossil fuels
1294,MQ,14.641528,-61.024174,88.485,Solar energy
1296,MQ,14.641528,-61.024174,14.0,Wind energy
1298,MR,21.00789,-10.940835,504.625,Fossil fuels
1300,MR,21.00789,-10.940835,123.009,Solar energy
1302,MR,21.00789,-10.940835,136.775,Wind energy
1304,MU,-20.348404,57.552152,90.65,Bioenergy
1306,MU,-20.348404,57.552152,640.0,Fossil fuels
1308,MU,-20.348404,57.552152,61.2,Hydropower (excl. Pumped Storage)
1310,MU,-20.348404,57.552152,107.649,Solar energy
1312,MU,-20.348404,57.552152,10.63,Wind energy
1314,YT,-12.8275,45.166244,99.0,Fossil fuels
1316,YT,-12.8275,45.166244,31.234,Solar energy
1318,MX,23.634501,-102.552784,886.12,Bioenergy
1320,MX,23.634501,-102.552784,64909.5,Fossil fuels
1322,MX,23.634501,-102.552784,12838.009,Hydropower (excl. Pumped Storage)
1324,MX,23.634501,-102.552784,10909.793,Solar energy
1326,MX,23.634501,-102.552784,7317.72,Wind energy
1328,FM,7.425554,150.550812,38.866,Fossil fuels
1330,FM,7.425554,150.550812,0.725,Hydropower (excl. Pumped Storage)
1332,FM,7.425554,150.550812,2.899,Solar energy
1334,FM,7.425554,150.550812,0.825,Wind energy
1336,MD,47.411631,28.369885,15.33,Bioenergy
1338,MD,47.411631,28.369885,2943.0,Fossil fuels
1340,MD,47.411631,28.369885,64.25,Hydropower (excl. Pumped Storage)
1342,MD,47.411631,28.369885,87.01,Solar energy
1344,MD,47.411631,28.369885,141.32,Wind energy
1346,MN,46.862496,103.846656,1269.0,Fossil fuels
1348,MN,46.862496,103.846656,28.992,Hydropower (excl. Pumped Storage)
1350,MN,46.862496,103.846656,94.785,Solar energy
1352,MN,46.862496,103.846656,155.989,Wind energy
1354,ME,42.708678,19.37439,225.0,Fossil fuels
1356,ME,42.708678,19.37439,696.685,Hydropower (excl. Pumped Storage)
1358,ME,42.708678,19.37439,41.83,Solar energy
1360,ME,42.708678,19.37439,118.0,Wind energy
1362,MS,16.742498,-62.187366,6.94,Fossil fuels
1364,MS,16.742498,-62.187366,1.018,Solar energy
1366,MA,31.791702,-7.09262,7.4,Bioenergy
1368,MA,31.791702,-7.09262,6676.0,Fossil fuels
1370,MA,31.791702,-7.09262,1305.533,Hydropower (excl. Pumped Storage)
1372,MA,31.791702,-7.09262,934.0,Solar energy
1374,MA,31.791702,-7.09262,1858.0,Wind energy
1376,MZ,-18.665695,35.529562,72.95,Bioenergy
1378,MZ,-18.665695,35.529562,661.24,Fossil fuels
1380,MZ,-18.665695,35.529562,2193.628,Hydropower (excl. Pumped Storage)
1382,MZ,-18.665695,35.529562,102.525,Solar energy
1384,MM,21.913965,95.956223,58.732,Bioenergy
1386,MM,21.913965,95.956223,3643.15,Fossil fuels
1388,MM,21.913965,95.956223,3269.42,Hydropower (excl. Pumped Storage)
1390,MM,21.913965,95.956223,181.0,Solar energy
1392,MM,21.913965,95.956223,0.006,Wind energy
1394,NR,-0.522778,166.931503,23.7,Fossil fuels
1396,NR,-0.522778,166.931503,3.163,Solar energy
1398,NP,28.394857,84.124008,7.112,Bioenergy
1400,NP,28.394857,84.124008,53.41,Fossil fuels
1402,NP,28.394857,84.124008,2676.669,Hydropower (excl. Pumped Storage)
1404,NP,28.394857,84.124008,115.071,Solar energy
1406,NP,28.394857,84.124008,0.199,Wind energy
1408,NL,52.132633,5.291266,934.262,Bioenergy
1410,NL,52.132633,5.291266,23160.474,Fossil fuels
1412,NL,52.132633,5.291266,37.7,Hydropower (excl. Pumped Storage)
1414,NL,52.132633,5.291266,23904.0,Solar energy
1416,NL,52.132633,5.291266,10749.0,Wind energy
1418,NC,-20.904305,165.618042,0.375,Bioenergy
1420,NC,-20.904305,165.618042,1014.819,Fossil fuels
1422,NC,-20.904305,165.618042,81.135,Hydropower (excl. Pumped Storage)
1424,NC,-20.904305,165.618042,184.638,Solar energy
1426,NC,-20.904305,165.618042,57.985,Wind energy
1428,NZ,-40.900557,174.885971,145.0,Bioenergy
1430,NZ,-40.900557,174.885971,1968.0,Fossil fuels
1432,NZ,-40.900557,174.885971,5680.0,Hydropower (excl. Pumped Storage)
1434,NZ,-40.900557,174.885971,363.0,Solar energy
1436,NZ,-40.900557,174.885971,1059.0,Wind energy
1438,NI,12.865416,-85.207229,220.112,Bioenergy
1440,NI,12.865416,-85.207229,883.22,Fossil fuels
1442,NI,12.865416,-85.207229,160.05,Hydropower (excl. Pumped Storage)
1444,NI,12.865416,-85.207229,18.489,Solar energy
1446,NI,12.865416,-85.207229,186.2,Wind energy
1448,NE,17.607789,8.081666,448.6,Fossil fuels
1450,NE,17.607789,8.081666,79.954,Solar energy
1452,NG,9.081999,8.675277,21.042,Bioenergy
1454,NG,9.081999,8.675277,11305.2,Fossil fuels
1456,NG,9.081999,8.675277,2850.8,Hydropower (excl. Pumped Storage)
1458,NG,9.081999,8.675277,112.131,Solar energy
1460,NU,-19.054445,-169.867233,2.084,Fossil fuels
1462,NU,-19.054445,-169.867233,0.941,Solar energy
1464,MK,41.608635,21.745275,13.5,Bioenergy
1466,MK,41.608635,21.745275,1314.0,Fossil fuels
1468,MK,41.608635,21.745275,696.39,Hydropower (excl. Pumped Storage)
1470,MK,41.608635,21.745275,534.632,Solar energy
1472,MK,41.608635,21.745275,109.8,Wind energy
1474,NO,60.472024,8.468946,78.95,Bioenergy
1476,NO,60.472024,8.468946,602.674,Fossil fuels
1478,NO,60.472024,8.468946,34401.0,Hydropower (excl. Pumped Storage)
1480,NO,60.472024,8.468946,665.764,Solar energy
1482,NO,60.472024,8.468946,5065.0,Wind energy
1484,OM,21.512583,55.923255,10867.0,Fossil fuels
1486,OM,21.512583,55.923255,672.089,Solar energy
1488,OM,21.512583,55.923255,50.0,Wind energy
1490,PK,30.375321,69.345116,432.074,Bioenergy
1492,PK,30.375321,69.345116,28505.0,Fossil fuels
1494,PK,30.375321,69.345116,10635.666,Hydropower (excl. Pumped Storage)
1496,PK,30.375321,69.345116,1243.516,Solar energy
1498,PK,30.375321,69.345116,1845.155,Wind energy
1500,PW,7.51498,134.58252,30.14,Fossil fuels
1502,PW,7.51498,134.58252,19.618,Solar energy
1504,PA,8.537981,-80.782127,103.373,Bioenergy
1506,PA,8.537981,-80.782127,1463.97,Fossil fuels
1508,PA,8.537981,-80.782127,1847.46,Hydropower (excl. Pumped Storage)
1510,PA,8.537981,-80.782127,646.365,Solar energy
1512,PA,8.537981,-80.782127,336.0,Wind energy
1514,PG,-6.314993,143.95555,18.312,Bioenergy
1516,PG,-6.314993,143.95555,707.385,Fossil fuels
1518,PG,-6.314993,143.95555,326.645,Hydropower (excl. Pumped Storage)
1520,PG,-6.314993,143.95555,3.887,Solar energy
1522,PY,-23.442503,-58.443832,41.418,Bioenergy
1524,PY,-23.442503,-58.443832,26.19,Fossil fuels
1526,PY,-23.442503,-58.443832,8824.0,Hydropower (excl. Pumped Storage)
1528,PY,-23.442503,-58.443832,1.166,Solar energy
1530,PY,-23.442503,-58.443832,0.02,Wind energy
1532,PE,-9.189967,-75.015152,202.66,Bioenergy
1534,PE,-9.189967,-75.015152,8885.977,Fossil fuels
1536,PE,-9.189967,-75.015152,5503.65,Hydropower (excl. Pumped Storage)
1538,PE,-9.189967,-75.015152,332.246,Solar energy
1540,PE,-9.189967,-75.015152,705.39,Wind energy
1542,PH,12.879721,121.774017,614.81,Bioenergy
1544,PH,12.879721,121.774017,20499.542,Fossil fuels
1546,PH,12.879721,121.774017,3093.605,Hydropower (excl. Pumped Storage)
1548,PH,12.879721,121.774017,1729.005,Solar energy
1550,PH,12.879721,121.774017,442.9,Wind energy
1552,PL,51.919438,19.145136,1231.457,Bioenergy
1554,PL,51.919438,19.145136,32853.25,Fossil fuels
1556,PL,51.919438,19.145136,982.849,Hydropower (excl. Pumped Storage)
1558,PL,51.919438,19.145136,15809.392,Solar energy
1560,PL,51.919438,19.145136,9307.235,Wind energy
1562,PT,39.399872,-8.224454,704.443,Bioenergy
1564,PT,39.399872,-8.224454,5285.249,Fossil fuels
1566,PT,39.399872,-8.224454,8187.59,Hydropower (excl. Pumped Storage)
1568,PT,39.399872,-8.224454,3876.256,Solar energy
1570,PT,39.399872,-8.224454,5617.139,Wind energy
1572,PR,18.220833,-66.590149,4.8,Bioenergy
1574,PR,18.220833,-66.590149,5597.3,Fossil fuels
1576,PR,18.220833,-66.590149,98.1,Hydropower (excl. Pumped Storage)
1578,PR,18.220833,-66.590149,955.187,Solar energy
1580,PR,18.220833,-66.590149,99.0,Wind energy
1582,QA,25.354826,51.183884,19.0,Bioenergy
1584,QA,25.354826,51.183884,10574.0,Fossil fuels
1586,QA,25.354826,51.183884,805.1,Solar energy
1588,RE,-21.115141,55.536384,86.24,Bioenergy
1590,RE,-21.115141,55.536384,454.36,Fossil fuels
1592,RE,-21.115141,55.536384,134.3,Hydropower (excl. Pumped Storage)
1594,RE,-21.115141,55.536384,238.901,Solar energy
1596,RE,-21.115141,55.536384,15.1,Wind energy
1598,RO,45.943161,24.96676,184.582,Bioenergy
1600,RO,45.943161,24.96676,5747.994,Fossil fuels
1602,RO,45.943161,24.96676,6574.129,Hydropower (excl. Pumped Storage)
1604,RO,45.943161,24.96676,1917.02,Solar energy
1606,RO,45.943161,24.96676,3087.202,Wind energy
1608,RU,61.52401,105.318756,1372.5,Bioenergy
1610,RU,61.52401,105.318756,185801.0,Fossil fuels
1612,RU,61.52401,105.318756,50571.0,Hydropower (excl. Pumped Storage)
1614,RU,61.52401,105.318756,2170.12,Solar energy
1616,RU,61.52401,105.318756,2517.75,Wind energy
1618,RW,-1.940278,29.873888,0.835,Bioenergy
1620,RW,-1.940278,29.873888,149.14,Fossil fuels
1622,RW,-1.940278,29.873888,124.157,Hydropower (excl. Pumped Storage)
1624,RW,-1.940278,29.873888,26.319,Solar energy
1626,PM,46.941936,-56.27111,26.2,Fossil fuels
1630,WS,-13.759029,-172.104629,0.75,Bioenergy
1632,WS,-13.759029,-172.104629,47.422,Fossil fuels
1634,WS,-13.759029,-172.104629,14.23,Hydropower (excl. Pumped Storage)
1636,WS,-13.759029,-172.104629,14.131,Solar energy
1638,WS,-13.759029,-172.104629,0.55,Wind energy
1640,ST,0.18636,6.613081,28.3,Fossil fuels
1642,ST,0.18636,6.613081,1.92,Hydropower (excl. Pumped Storage)
1644,ST,0.18636,6.613081,0.013,Solar energy
1646,SA,23.885942,45.079162,88690.37,Fossil fuels
1648,SA,23.885942,45.079162,2585.374,Solar energy
1650,SA,23.885942,45.079162,403.0,Wind energy
1652,SN,14.497401,-14.452362,25.0,Bioenergy
1654,SN,14.497401,-14.452362,1091.152,Fossil fuels
1656,SN,14.497401,-14.452362,262.344,Solar energy
1658,SN,14.497401,-14.452362,158.7,Wind energy
1660,RS,44.016521,21.005859,38.831,Bioenergy
1662,RS,44.016521,21.005859,4841.119,Fossil fuels
1664,RS,44.016521,21.005859,2494.471,Hydropower (excl. Pumped Storage)
1666,RS,44.016521,21.005859,136.998,Solar energy
1668,RS,44.016521,21.005859,511.0,Wind energy
1670,SC,-4.679574,55.491977,106.084,Fossil fuels
1672,SC,-4.679574,55.491977,17.045,Solar energy
1674,SC,-4.679574,55.491977,6.0,Wind energy
1676,SL,8.460555,-11.779889,33.8,Bioenergy
1678,SL,8.460555,-11.779889,138.7,Fossil fuels
1680,SL,8.460555,-11.779889,60.89,Hydropower (excl. Pumped Storage)
1682,SL,8.460555,-11.779889,20.101,Solar energy
1684,SG,1.352083,103.819836,245.51,Bioenergy
1686,SG,1.352083,103.819836,11686.0,Fossil fuels
1688,SG,1.352083,103.819836,901.2,Solar energy
1690,SG,1.352083,103.819836,0.1,Wind energy
1692,SK,48.669026,19.699024,263.5,Bioenergy
1694,SK,48.669026,19.699024,2081.0,Fossil fuels
1696,SK,48.669026,19.699024,1616.0,Hydropower (excl. Pumped Storage)
1698,SK,48.669026,19.699024,631.08,Solar energy
1700,SK,48.669026,19.699024,4.0,Wind energy
1702,SI,46.151241,14.995463,96.4,Bioenergy
1704,SI,46.151241,14.995463,1640.105,Fossil fuels
1706,SI,46.151241,14.995463,1162.05,Hydropower (excl. Pumped Storage)
1708,SI,46.151241,14.995463,1034.164,Solar energy
1710,SI,46.151241,14.995463,3.328,Wind energy
1712,SB,-9.64571,160.156194,0.756,Bioenergy
1714,SB,-9.64571,160.156194,51.736,Fossil fuels
1716,SB,-9.64571,160.156194,0.339,Hydropower (excl. Pumped Storage)
1718,SB,-9.64571,160.156194,4.489,Solar energy
1720,SO,5.152149,46.199616,106.0,Fossil fuels
1722,SO,5.152149,46.199616,45.909,Solar energy
1724,SO,5.152149,46.199616,3.55,Wind energy
1726,ZA,-30.559482,22.937506,264.685,Bioenergy
1728,ZA,-30.559482,22.937506,47044.4,Fossil fuels
1730,ZA,-30.559482,22.937506,751.65,Hydropower (excl. Pumped Storage)
1732,ZA,-30.559482,22.937506,6164.23,Solar energy
1734,ZA,-30.559482,22.937506,3442.0,Wind energy
1736,ES,40.463667,-3.74922,1278.63,Bioenergy
1738,ES,40.463667,-3.74922,38001.297,Fossil fuels
1740,ES,40.463667,-3.74922,16808.693,Hydropower (excl. Pumped Storage)
1742,ES,40.463667,-3.74922,31016.274,Solar energy
1744,ES,40.463667,-3.74922,31027.764,Wind energy
1746,LK,7.873054,80.771797,45.105,Bioenergy
1748,LK,7.873054,80.771797,1834.0,Fossil fuels
1750,LK,7.873054,80.771797,1843.146,Hydropower (excl. Pumped Storage)
1752,LK,7.873054,80.771797,966.434,Solar energy
1754,LK,7.873054,80.771797,267.0,Wind energy
1756,KN,17.357822,-62.782998,74.3,Fossil fuels
1758,KN,17.357822,-62.782998,3.014,Solar energy
1760,KN,17.357822,-62.782998,2.2,Wind energy
1762,LC,13.909444,-60.978893,0.176,Bioenergy
1764,LC,13.909444,-60.978893,88.4,Fossil fuels
1766,LC,13.909444,-60.978893,4.239,Solar energy
1768,VC,12.984305,-61.287228,46.849,Fossil fuels
1770,VC,12.984305,-61.287228,5.71,Hydropower (excl. Pumped Storage)
1772,VC,12.984305,-61.287228,4.803,Solar energy
1774,SD,12.862807,30.217636,199.0,Bioenergy
1776,SD,12.862807,30.217636,1935.0,Fossil fuels
1778,SD,12.862807,30.217636,1482.0,Hydropower (excl. Pumped Storage)
1780,SD,12.862807,30.217636,189.86,Solar energy
1782,SR,3.919305,-56.027783,1.5,Bioenergy
1784,SR,3.919305,-56.027783,398.222,Fossil fuels
1786,SR,3.919305,-56.027783,180.096,Hydropower (excl. Pumped Storage)
1788,SR,3.919305,-56.027783,11.52,Solar energy
1790,SE,60.128161,18.643501,4506.5,Bioenergy
1792,SE,60.128161,18.643501,3757.0,Fossil fuels
1794,SE,60.128161,18.643501,16399.0,Hydropower (excl. Pumped Storage)
1796,SE,60.128161,18.643501,3488.0,Solar energy
1798,SE,60.128161,18.643501,16252.0,Wind energy
1800,CH,46.818188,8.227512,234.0,Bioenergy
1802,CH,46.818188,8.227512,528.0,Fossil fuels
1804,CH,46.818188,8.227512,15279.0,Hydropower (excl. Pumped Storage)
1806,CH,46.818188,8.227512,5839.92,Solar energy
1808,CH,46.818188,8.227512,87.0,Wind energy
1810,SY,34.802075,38.996815,6.705,Bioenergy
1812,SY,34.802075,38.996815,8625.0,Fossil fuels
1814,SY,34.802075,38.996815,1490.0,Hydropower (excl. Pumped Storage)
1816,SY,34.802075,38.996815,60.0,Solar energy
1818,SY,34.802075,38.996815,0.6,Wind energy
1820,TW,23.69781,120.960515,397.924,Bioenergy
1822,TW,23.69781,120.960515,41584.715,Fossil fuels
1824,TW,23.69781,120.960515,2103.654,Hydropower (excl. Pumped Storage)
1826,TW,23.69781,120.960515,12417.685,Solar energy
1828,TW,23.69781,120.960515,2673.822,Wind energy
1830,TJ,38.861034,71.276093,718.0,Fossil fuels
1832,TJ,38.861034,71.276093,5763.26,Hydropower (excl. Pumped Storage)
1833,TJ,38.861034,71.276093,0.22,Solar energy
1835,TZ,-6.369028,34.888822,70.185,Bioenergy
1837,TZ,-6.369028,34.888822,1317.676,Fossil fuels
1839,TZ,-6.369028,34.888822,598.555,Hydropower (excl. Pumped Storage)
1841,TZ,-6.369028,34.888822,19.917,Solar energy
1843,TZ,-6.369028,34.888822,2.4,Wind energy
1845,TH,15.870032,100.992541,4705.055,Bioenergy
1847,TH,15.870032,100.992541,45389.0,Fossil fuels
1849,TH,15.870032,100.992541,3110.149,Hydropower (excl. Pumped Storage)
1851,TH,15.870032,100.992541,3186.19,Solar energy
1853,TH,15.870032,100.992541,1545.323,Wind energy
1855,TL,-8.874217,125.727539,0.05,Bioenergy
1857,TL,-8.874217,125.727539,345.668,Fossil fuels
1859,TL,-8.874217,125.727539,0.352,Hydropower (excl. Pumped Storage)
1861,TL,-8.874217,125.727539,0.407,Solar energy
1863,TG,8.619543,0.824782,219.33,Fossil fuels
1865,TG,8.619543,0.824782,66.6,Hydropower (excl. Pumped Storage)
1867,TG,8.619543,0.824782,66.195,Solar energy
1869,TK,-8.967363,-171.855881,0.144,Fossil fuels
1871,TK,-8.967363,-171.855881,1.041,Solar energy
1873,TK,-8.967363,-171.855881,0.015,Wind energy
1875,TO,-21.178986,-175.198242,17.61,Fossil fuels
1877,TO,-21.178986,-175.198242,15.099,Solar energy
1879,TO,-21.178986,-175.198242,1.397,Wind energy
1883,TT,10.691803,-61.222503,2031.75,Fossil fuels
1885,TT,10.691803,-61.222503,4.1,Solar energy
1887,TT,10.691803,-61.222503,0.01,Wind energy
1889,TN,33.886917,9.537499,6072.0,Fossil fuels
1891,TN,33.886917,9.537499,66.0,Hydropower (excl. Pumped Storage)
1893,TN,33.886917,9.537499,506.076,Solar energy
1895,TN,33.886917,9.537499,245.0,Wind energy
1897,TR,38.963745,35.243322,2001.067,Bioenergy
1899,TR,38.963745,35.243322,47420.199,Fossil fuels
1901,TR,38.963745,35.243322,31779.49,Hydropower (excl. Pumped Storage)
1903,TR,38.963745,35.243322,11292.63,Solar energy
1905,TR,38.963745,35.243322,11697.16,Wind energy
1907,TM,38.969719,59.556278,7000.0,Fossil fuels
1909,TM,38.969719,59.556278,2.2,Hydropower (excl. Pumped Storage)
1911,TC,21.694025,-71.797928,90.7,Fossil fuels
1913,TC,21.694025,-71.797928,3.52,Solar energy
1915,TV,-7.109535,177.64933,3.135,Fossil fuels
1917,TV,-7.109535,177.64933,3.829,Solar energy
1919,UG,1.373333,32.290275,96.2,Bioenergy
1921,UG,1.373333,32.290275,101.08,Fossil fuels
1923,UG,1.373333,32.290275,1032.706,Hydropower (excl. Pumped Storage)
1925,UG,1.373333,32.290275,94.792,Solar energy
1927,UA,48.379433,31.16558,301.0,Bioenergy
1929,UA,48.379433,31.16558,28664.0,Fossil fuels
1931,UA,48.379433,31.16558,4488.2,Hydropower (excl. Pumped Storage)
1933,UA,48.379433,31.16558,8062.0,Solar energy
1935,UA,48.379433,31.16558,1761.0,Wind energy
1937,AE,23.424076,53.847818,28.7,Bioenergy
1939,AE,23.424076,53.847818,33512.0,Fossil fuels
1941,AE,23.424076,53.847818,5907.438,Solar energy
1943,AE,23.424076,53.847818,99.1,Wind energy
1945,GB,55.378051,-3.435973,7483.107,Bioenergy
1947,GB,55.378051,-3.435973,42669.715,Fossil fuels
1949,GB,55.378051,-3.435973,2191.184,Hydropower (excl. Pumped Storage)
1951,GB,55.378051,-3.435973,15919.4,Solar energy
1953,GB,55.378051,-3.435973,30102.273,Wind energy
1955,US,37.09024,-95.712891,10989.5,Bioenergy
1957,US,37.09024,-95.712891,719568.0,Fossil fuels
1959,US,37.09024,-95.712891,84316.753,Hydropower (excl. Pumped Storage)
1961,US,37.09024,-95.712891,139205.277,Solar energy
1963,US,37.09024,-95.712891,148019.861,Wind energy
1965,VI,18.335765,-64.896335,329.7,Fossil fuels
1967,VI,18.335765,-64.896335,9.993,Solar energy
1969,VI,18.335765,-64.896335,0.1,Wind energy
1971,UY,-32.522779,-55.765835,737.42,Bioenergy
1973,UY,-32.522779,-55.765835,1177.46,Fossil fuels
1975,UY,-32.522779,-55.765835,1538.0,Hydropower (excl. Pumped Storage)
1977,UY,-32.522779,-55.765835,296.66,Solar energy
1979,UY,-32.522779,-55.765835,1516.479,Wind energy
1981,UZ,41.377491,64.585262,15232.3,Fossil fuels
1983,UZ,41.377491,64.585262,2415.2,Hydropower (excl. Pumped Storage)
1985,UZ,41.377491,64.585262,252.5,Solar energy
1987,UZ,41.377491,64.585262,0.75,Wind energy
1989,VU,-15.376706,166.959158,2.7,Bioenergy
1991,VU,-15.376706,166.959158,23.7,Fossil fuels
1993,VU,-15.376706,166.959158,1.758,Hydropower (excl. Pumped Storage)
1995,VU,-15.376706,166.959158,4.884,Solar energy
1997,VU,-15.376706,166.959158,3.13,Wind energy
1998,VE,6.42375,-66.58973,56.0,Bioenergy
2000,VE,6.42375,-66.58973,18794.119,Fossil fuels
2002,VE,6.42375,-66.58973,16913.81,Hydropower (excl. Pumped Storage)
2004,VE,6.42375,-66.58973,4.905,Solar energy
2006,VE,6.42375,-66.58973,50.2,Wind energy
2008,VN,14.058324,108.277199,407.735,Bioenergy
2010,VN,14.058324,108.277199,36762.0,Fossil fuels
2012,VN,14.058324,108.277199,22638.8,Hydropower (excl. Pumped Storage)
2014,VN,14.058324,108.277199,17077.41,Solar energy
2016,VN,14.058324,108.277199,5888.0,Wind energy
2018,PS,31.952162,35.233154,0.34,Bioenergy
2020,PS,31.952162,35.233154,20.0,Fossil fuels
2022,PS,31.952162,35.233154,191.833,Solar energy
2023,YE,15.552727,48.516388,0.005,Bioenergy
2025,YE,15.552727,48.516388,1744.75,Fossil fuels
2027,YE,15.552727,48.516388,289.995,Solar energy
2029,ZM,-13.133897,27.849332,42.8,Bioenergy
2031,ZM,-13.133897,27.849332,524.8,Fossil fuels
2033,ZM,-13.133897,27.849332,3165.052,Hydropower (excl. Pumped Storage)
2035,ZM,-13.133897,27.849332,133.099,Solar energy
2037,ZW,-19.015438,29.154857,100.0,Bioenergy
2039,ZW,-19.015438,29.154857,1850.75,Fossil fuels
2041,ZW,-19.015438,29.154857,1080.015,Hydropower (excl. Pumped Storage)
2043,ZW,-19.015438,29.154857,45.949,Solar energy
