,year,value,ISO2,energy_type
1748,2004,8524.0,BA,Total Non-Renewable
1749,2004,7517.432,BA,Total Renewable
1750,2004,1099.83,BB,Total Non-Renewable
1751,2004,0.332,BB,Total Renewable
1752,2004,30898.916,BD,Total Non-Renewable
1753,2004,1379.7859999999998,BD,Total Renewable
1754,2004,41144.3,BE,Total Non-Renewable
1755,2004,1954.658,BE,Total Renewable
1756,2004,552.79,BF,Total Non-Renewable
1757,2004,133.769,BF,Total Renewable
1758,2004,28105.0,BG,Total Non-Renewable
1759,2004,5131.811,BG,Total Renewable
1760,2004,13867.45,BH,Total Non-Renewable
1761,2004,0.0,BH,Total Renewable
1762,2004,11.666,BI,Total Non-Renewable
1763,2004,152.187,BI,Total Renewable
1764,2004,139.276,BJ,Total Non-Renewable
1765,2004,1.989,BJ,Total Renewable
1766,2004,4020.84,BN,Total Non-Renewable
1767,2004,0.0,BN,Total Renewable
1768,2004,2940.331,BO,Total Non-Renewable
1769,2004,2707.83,BO,Total Renewable
1770,2004,55068.809,BR,Total Non-Renewable
1771,2004,405610.043,BR,Total Renewable
1772,2004,2434.7,BS,Total Non-Renewable
1773,2004,7.407,BS,Total Renewable
1774,2004,10.899999999999999,BT,Total Non-Renewable
1775,2004,2868.495,BT,Total Renewable
1776,2004,1014.55,BW,Total Non-Renewable
1777,2004,0.0,BW,Total Renewable
1778,2004,39097.0,BY,Total Non-Renewable
1779,2004,46.933,BY,Total Renewable
1780,2004,174.49099999999999,BZ,Total Non-Renewable
1781,2004,121.557,BZ,Total Renewable
1782,2004,190252.0,CA,Total Non-Renewable
1783,2004,424085.131,CA,Total Renewable
1784,2004,25.891,CD,Total Non-Renewable
1785,2004,9302.510999999999,CD,Total Renewable
1786,2004,21.25,CF,Total Non-Renewable
1787,2004,145.514,CF,Total Renewable
1788,2004,120.79,CG,Total Non-Renewable
1789,2004,446.562,CG,Total Renewable
1790,2004,1636.0,CH,Total Non-Renewable
1791,2004,47969.5,CH,Total Renewable
1792,2004,4249.842804,CI,Total Non-Renewable
1793,2004,2352.0,CI,Total Renewable
1794,2004,37.066,CK,Total Non-Renewable
1795,2004,0.197,CK,Total Renewable
1796,2004,33446.699,CL,Total Non-Renewable
1797,2004,29946.778,CL,Total Renewable
1798,2004,465.225,CM,Total Non-Renewable
1799,2004,4448.6050000000005,CM,Total Renewable
1800,2004,2122546.9,CN,Total Non-Renewable
1801,2004,457733.208,CN,Total Renewable
1802,2004,13816.392,CO,Total Non-Renewable
1803,2004,49951.35,CO,Total Renewable
1804,2004,462.04900000000004,CR,Total Non-Renewable
1805,2004,8187.009,CR,Total Renewable
1806,2004,17630.1,CU,Total Non-Renewable
1807,2004,1305.4,CU,Total Renewable
1808,2004,289.573,CV,Total Non-Renewable
1809,2004,8.83,CV,Total Renewable
1810,2004,5195.0,CY,Total Non-Renewable
1811,2004,2.032,CY,Total Renewable
1812,2004,66082.0,CZ,Total Non-Renewable
1813,2004,3902.762,CZ,Total Renewable
1814,2004,456772.0,DE,Total Non-Renewable
1815,2004,82832.5,DE,Total Renewable
1816,2004,333.0,DJ,Total Non-Renewable
1817,2004,0.0,DJ,Total Renewable
1818,2004,39252.0,DK,Total Non-Renewable
1819,2004,13348.712,DK,Total Renewable
1820,2004,59.933,DM,Total Non-Renewable
1821,2004,41.590999999999994,DM,Total Renewable
1822,2004,13489.455,DO,Total Non-Renewable
1823,2004,2238.7999999999997,DO,Total Renewable
1824,2004,37756.24,DZ,Total Non-Renewable
1825,2004,527.7,DZ,Total Renewable
1826,2004,6939.504000000001,EC,Total Non-Renewable
1827,2004,9195.771,EC,Total Renewable
1828,2004,12913.0,EE,Total Non-Renewable
1829,2004,82.0,EE,Total Renewable
1830,2004,107885.992,EG,Total Non-Renewable
1831,2004,16738.262,EG,Total Renewable
1832,2004,448.0,ER,Total Non-Renewable
1833,2004,0.0,ER,Total Renewable
1834,2004,194412.584,ES,Total Non-Renewable
1835,2004,74758.759,ES,Total Renewable
1836,2004,214.38,ET,Total Non-Renewable
1837,2004,3288.317,ET,Total Renewable
1838,2004,46150.0,FI,Total Non-Renewable
1839,2004,30492.32,FI,Total Renewable
1840,2004,431.80499999999995,FJ,Total Non-Renewable
1841,2004,590.894,FJ,Total Renewable
1842,2004,22.5,FK,Total Non-Renewable
1843,2004,1.171,FK,Total Renewable
1844,2004,117.80000000000001,FM,Total Non-Renewable
1845,2004,0.243,FM,Total Renewable
1846,2004,214.32,FO,Total Non-Renewable
1847,2004,136.73,FO,Total Renewable
1848,2004,80981.0,FR,Total Non-Renewable
1849,2004,86246.969,FR,Total Renewable
1850,2004,725.729,GA,Total Non-Renewable
1851,2004,959.1020000000001,GA,Total Renewable
1852,2004,357218.0,GB,Total Non-Renewable
1853,2004,18145.0,GB,Total Renewable
1854,2004,193.918,GD,Total Non-Renewable
1855,2004,0.0,GD,Total Renewable
1856,2004,1434.4,GE,Total Non-Renewable
1857,2004,8588.54,GE,Total Renewable
1858,2004,377.896,GF,Total Non-Renewable
1859,2004,533.574,GF,Total Renewable
1860,2004,1308.0,GH,Total Non-Renewable
1861,2004,6478.979,GH,Total Renewable
1862,2004,335.499,GL,Total Non-Renewable
1863,2004,239.915,GL,Total Renewable
1864,2004,210.8,GM,Total Non-Renewable
1865,2004,0.0,GM,Total Renewable
1866,2004,556.0,GN,Total Non-Renewable
1867,2004,683.22,GN,Total Renewable
1868,2004,1581.288,GP,Total Non-Renewable
1869,2004,197.609,GP,Total Renewable
1870,2004,196.244,GQ,Total Non-Renewable
1871,2004,12.6,GQ,Total Renewable
1872,2004,61569.0,GR,Total Non-Renewable
1873,2004,9511.550000000001,GR,Total Renewable
1874,2004,4286.033,GT,Total Non-Renewable
1875,2004,5251.461,GT,Total Renewable
1876,2004,2302.9579999999996,GU,Total Non-Renewable
1877,2004,0.0,GU,Total Renewable
1878,2004,45.556,GW,Total Non-Renewable
1879,2004,0.0,GW,Total Renewable
1880,2004,1147.1970000000001,GY,Total Non-Renewable
1881,2004,71.477,GY,Total Renewable
1882,2004,47079.0,HK,Total Non-Renewable
1883,2004,75.0,HK,Total Renewable
1884,2004,3898.844,HN,Total Non-Renewable
1885,2004,1968.867,HN,Total Renewable
1886,2004,8107.0,HR,Total Non-Renewable
1887,2004,9712.6,HR,Total Renewable
1888,2004,498.044,HT,Total Non-Renewable
1889,2004,316.286,HT,Total Renewable
1890,2004,27328.0,HU,Total Non-Renewable
1891,2004,1192.73,HU,Total Renewable
1892,2004,126205.44,ID,Total Non-Renewable
1893,2004,18655.715,ID,Total Renewable
1894,2004,28745.5,IE,Total Non-Renewable
1895,2004,1987.4,IE,Total Renewable
1896,2004,57817.0,IL,Total Non-Renewable
1897,2004,51.61,IL,Total Renewable
1898,2004,642545.262,IN,Total Non-Renewable
1899,2004,118324.825,IN,Total Renewable
1900,2004,37582.0,IQ,Total Non-Renewable
1901,2004,2063.0,IQ,Total Renewable
1902,2004,188647.0,IR,Total Non-Renewable
1903,2004,15710.282,IR,Total Renewable
1904,2004,146.0,IS,Total Non-Renewable
1905,2004,8300.235,IS,Total Renewable
1906,2004,297160.0,IT,Total Non-Renewable
1907,2004,67253.257,IT,Total Renewable
1908,2004,4409.913,JM,Total Non-Renewable
1909,2004,275.526,JM,Total Renewable
1910,2004,10683.0,JO,Total Non-Renewable
1911,2004,76.415,JO,Total Renewable
1912,2004,844799.0,JP,Total Non-Renewable
1913,2004,136311.5,JP,Total Renewable
1914,2004,1498.5,KE,Total Non-Renewable
1915,2004,3910.698,KE,Total Renewable
1916,2004,3013.2,KG,Total Non-Renewable
1917,2004,17037.7,KG,Total Renewable
1918,2004,891.633,KH,Total Non-Renewable
1919,2004,42.304,KH,Total Renewable
1920,2004,26.9,KI,Total Non-Renewable
1921,2004,0.546,KI,Total Renewable
1922,2004,60.056,KM,Total Non-Renewable
1923,2004,6.448,KM,Total Renewable
1924,2004,227.3,KN,Total Non-Renewable
1925,2004,0.0,KN,Total Renewable
1926,2004,11060.0,KP,Total Non-Renewable
1927,2004,17312.767,KP,Total Renewable
1928,2004,277216.0,KR,Total Non-Renewable
1929,2004,6311.0,KR,Total Renewable
1930,2004,50944.8,KW,Total Non-Renewable
1931,2004,0.0,KW,Total Renewable
1932,2004,654.105,KY,Total Non-Renewable
1933,2004,0.0,KY,Total Renewable
1934,2004,75388.0,KZ,Total Non-Renewable
1935,2004,10263.0,KZ,Total Renewable
1936,2004,0.0,LA,Total Non-Renewable
1937,2004,4036.309,LA,Total Renewable
1938,2004,11670.181,LB,Total Non-Renewable
1939,2004,1353.439,LB,Total Renewable
1940,2004,365.34000000000003,LC,Total Non-Renewable
1941,2004,0.0,LC,Total Renewable
1942,2004,6507.95,LK,Total Non-Renewable
1943,2004,4267.130999999999,LK,Total Renewable
1944,2004,273.0,LR,Total Non-Renewable
1945,2004,29.739,LR,Total Renewable
1946,2004,0.879,LS,Total Non-Renewable
1947,2004,479.581,LS,Total Renewable
1948,2004,5517.0,LT,Total Non-Renewable
1949,2004,544.0,LT,Total Renewable
1950,2004,3628.219,LU,Total Non-Renewable
1951,2004,296.159,LU,Total Renewable
1952,2004,2079.0,LV,Total Non-Renewable
1953,2004,4767.522,LV,Total Renewable
1954,2004,24620.0,LY,Total Non-Renewable
1955,2004,1.813,LY,Total Renewable
1956,2004,17729.3,MA,Total Non-Renewable
1957,2004,3129.54,MA,Total Renewable
1958,2004,8309.0,MD,Total Non-Renewable
1959,2004,436.0,MD,Total Renewable
1960,2004,0.0,ME,Total Non-Renewable
1961,2004,0.0,ME,Total Renewable
1962,2004,513.4169999999999,MG,Total Non-Renewable
1963,2004,744.601,MG,Total Renewable
1964,2004,112.66999999999999,MH,Total Non-Renewable
1965,2004,0.165,MH,Total Renewable
1966,2004,6198.0,MK,Total Non-Renewable
1967,2004,2025.99,MK,Total Renewable
1968,2004,926.6171274,ML,Total Non-Renewable
1969,2004,1301.183,ML,Total Renewable
1970,2004,4007.7299999999996,MM,Total Non-Renewable
1971,2004,3337.532,MM,Total Renewable
1972,2004,4034.8,MN,Total Non-Renewable
1973,2004,22.233999999999998,MN,Total Renewable
1974,2004,1803.0,MQ,Total Non-Renewable
1975,2004,12.1,MQ,Total Renewable
1976,2004,649.5,MR,Total Non-Renewable
1977,2004,0.0,MR,Total Renewable
1978,2004,21.0,MS,Total Non-Renewable
1979,2004,0.0,MS,Total Renewable
1980,2004,2787.0,MT,Total Non-Renewable
1981,2004,0.0,MT,Total Renewable
1982,2004,2071.408,MU,Total Non-Renewable
1983,2004,711.0319999999999,MU,Total Renewable
1984,2004,516.863,MV,Total Non-Renewable
1985,2004,0.0,MV,Total Renewable
1986,2004,109.5194784,MW,Total Non-Renewable
1987,2004,1627.8719999999998,MW,Total Renewable
1988,2004,232916.0,MX,Total Non-Renewable
1989,2004,38839.0,MX,Total Renewable
1990,2004,107658.5,MY,Total Non-Renewable
1991,2004,8953.507,MY,Total Renewable
1992,2004,66.84,MZ,Total Non-Renewable
1993,2004,13955.845000000001,MZ,Total Renewable
1994,2004,1618.082,NC,Total Non-Renewable
1995,2004,438.819,NC,Total Renewable
1996,2004,387.6,NE,Total Non-Renewable
1997,2004,8.4,NE,Total Renewable
1998,2004,20867.0,NG,Total Non-Renewable
1999,2004,10184.68,NG,Total Renewable
2000,2004,2562.8399999999997,NI,Total Non-Renewable
2001,2004,781.79,NI,Total Renewable
2002,2004,110210.058,NL,Total Non-Renewable
2003,2004,6764.6810000000005,NL,Total Renewable
2004,2004,642.0,NO,Total Non-Renewable
2005,2004,137695.23,NO,Total Renewable
2006,2004,65.204,NP,Total Non-Renewable
2007,2004,2864.568,NP,Total Renewable
2008,2004,39.08,NR,Total Non-Renewable
2009,2004,0.0,NR,Total Renewable
2010,2004,5.4,NU,Total Non-Renewable
2011,2004,0.0,NU,Total Renewable
2012,2004,14491.0,NZ,Total Non-Renewable
2013,2004,33893.0,NZ,Total Renewable
2014,2004,14523.3,OM,Total Non-Renewable
2015,2004,0.0,OM,Total Renewable
2016,2004,2851.49,PA,Total Non-Renewable
2017,2004,4885.412,PA,Total Renewable
2018,2004,9839.514,PE,Total Non-Renewable
2019,2004,20776.03,PE,Total Renewable
2020,2004,666.5930000000001,PF,Total Non-Renewable
2021,2004,206.065,PF,Total Renewable
2022,2004,1594.32,PG,Total Non-Renewable
2023,2004,1118.825,PG,Total Renewable
2024,2004,46949.530999999995,PH,Total Non-Renewable
2025,2004,10355.114000000001,PH,Total Renewable
2026,2004,66645.0,PK,Total Non-Renewable
2027,2004,34697.784,PK,Total Renewable
2028,2004,178524.0,PL,Total Non-Renewable
2029,2004,4171.058,PL,Total Renewable
2030,2004,68.6,PM,Total Non-Renewable
2031,2004,1.2999999999999998,PM,Total Renewable
2032,2004,28765.336,PR,Total Non-Renewable
2033,2004,217.601,PR,Total Renewable
2034,2004,535.509,PS,Total Non-Renewable
2035,2004,0.0,PS,Total Renewable
2036,2004,39233.0,PT,Total Non-Renewable
2037,2004,17881.831000000002,PT,Total Renewable
2038,2004,133.472,PW,Total Non-Renewable
2039,2004,0.009000000000000001,PW,Total Renewable
2040,2004,0.5,PY,Total Non-Renewable
2041,2004,60080.405,PY,Total Renewable
2042,2004,16133.0,QA,Total Non-Renewable
2043,2004,0.0,QA,Total Renewable
2044,2004,1678.0,RE,Total Non-Renewable
2045,2004,1028.543,RE,Total Renewable
2046,2004,44434.0,RO,Total Non-Renewable
2047,2004,22795.053,RO,Total Renewable
2048,2004,37007.0,RS,Total Non-Renewable
2049,2004,12893.219000000001,RS,Total Renewable
2050,2004,789491.36,RU,Total Non-Renewable
2051,2004,222747.368,RU,Total Renewable
2052,2004,2.64,RW,Total Non-Renewable
2053,2004,126.847,RW,Total Renewable
2054,2004,190401.0,SA,Total Non-Renewable
2055,2004,1.35,SA,Total Renewable
2056,2004,107.358,SB,Total Non-Renewable
2057,2004,1.339,SB,Total Renewable
2058,2004,315.275,SC,Total Non-Renewable
2059,2004,0.0,SC,Total Renewable
2060,2004,3332.0,SD,Total Non-Renewable
2061,2004,1635.8,SD,Total Renewable
2062,2004,10683.0,SE,Total Non-Renewable
2063,2004,87317.306,SE,Total Renewable
2064,2004,46270.6,SG,Total Non-Renewable
2065,2004,630.55,SG,Total Renewable
2066,2004,6907.0,SI,Total Non-Renewable
2067,2004,5207.133,SI,Total Renewable
2068,2004,12328.0,SK,Total Non-Renewable
2069,2004,5780.0,SK,Total Renewable
2070,2004,96.0,SL,Total Non-Renewable
2071,2004,21.007,SL,Total Renewable
2072,2004,1639.58,SN,Total Non-Renewable
2073,2004,22.0,SN,Total Renewable
2074,2004,346.0,SO,Total Non-Renewable
2075,2004,0.0,SO,Total Renewable
2076,2004,767.982,SR,Total Non-Renewable
2077,2004,919.2750000000001,SR,Total Renewable
2078,2004,10.353,ST,Total Non-Renewable
2079,2004,33.018,ST,Total Renewable
2080,2004,2823.039,SV,Total Non-Renewable
2081,2004,2049.312,SV,Total Renewable
2082,2004,34158.0,SY,Total Non-Renewable
2083,2004,5744.835,SY,Total Renewable
2084,2004,16.419,SZ,Total Non-Renewable
2085,2004,432.065,SZ,Total Renewable
2086,2004,146.0,TC,Total Non-Renewable
2087,2004,0.0,TC,Total Renewable
2088,2004,257.67,TD,Total Non-Renewable
2089,2004,8.68,TD,Total Renewable
2090,2004,136.25,TG,Total Non-Renewable
2091,2004,302.536,TG,Total Renewable
2092,2004,138049.351,TH,Total Non-Renewable
2093,2004,16233.136,TH,Total Renewable
2094,2004,470.0,TJ,Total Non-Renewable
2095,2004,20400.0,TJ,Total Renewable
2096,2004,0.7040000000000001,TK,Total Non-Renewable
2097,2004,0.043,TK,Total Renewable
2098,2004,135.80200000000002,TL,Total Non-Renewable
2099,2004,0.01,TL,Total Renewable
2100,2004,14755.0,TM,Total Non-Renewable
2101,2004,4.354,TM,Total Renewable
2102,2004,15236.0,TN,Total Non-Renewable
2103,2004,281.654,TN,Total Renewable
2104,2004,59.375,TO,Total Non-Renewable
2105,2004,0.198,TO,Total Renewable
2106,2004,128404.0,TR,Total Non-Renewable
2107,2004,58966.728,TR,Total Renewable
2108,2004,8108.9,TT,Total Non-Renewable
2109,2004,32.235,TT,Total Renewable
2110,2004,8.579,TV,Total Non-Renewable
2111,2004,0.014,TV,Total Renewable
2112,2004,200608.153,TW,Total Non-Renewable
2113,2004,7372.035,TW,Total Renewable
2114,2004,316.087336,TZ,Total Non-Renewable
2115,2004,2709.3050000000003,TZ,Total Renewable
2116,2004,118222.0,UA,Total Non-Renewable
2117,2004,16526.9,UA,Total Renewable
2118,2004,4.2,UG,Total Non-Renewable
2119,2004,2248.645,UG,Total Renewable
2120,2004,3706382.16,US,Total Non-Renewable
2121,2004,435618.59099999996,US,Total Renewable
2122,2004,1574.599,UY,Total Non-Renewable
2123,2004,6349.272999999999,UY,Total Renewable
2124,2004,51740.0,UZ,Total Non-Renewable
2125,2004,10761.0,UZ,Total Renewable
2126,2004,126.6,VC,Total Non-Renewable
2127,2004,32.62,VC,Total Renewable
2128,2004,35704.65,VE,Total Non-Renewable
2129,2004,83940.81,VE,Total Renewable
2130,2004,194.73899999999998,VG,Total Non-Renewable
2131,2004,0.0,VG,Total Renewable
2132,2004,1357.7,VI,Total Non-Renewable
2133,2004,0.0,VI,Total Renewable
2134,2004,36435.962,VN,Total Non-Renewable
2135,2004,22362.618000000002,VN,Total Renewable
2136,2004,75.161,VU,Total Non-Renewable
2137,2004,1.6,VU,Total Renewable
2138,2004,77.642,WS,Total Non-Renewable
2139,2004,65.434,WS,Total Renewable
2140,2004,5470.01,YE,Total Non-Renewable
2141,2004,0.0,YE,Total Renewable
2142,2004,179.1,YT,Total Non-Renewable
2143,2004,0.0,YT,Total Renewable
2144,2004,272978.25,ZA,Total Non-Renewable
2145,2004,2204.884,ZA,Total Renewable
2146,2004,100.25,ZM,Total Non-Renewable
2147,2004,9840.913,ZM,Total Renewable
2148,2004,5405.372,ZW,Total Non-Renewable
2149,2004,6336.544,ZW,Total Renewable
2150,2005,0.0,AD,Total Non-Renewable
2151,2005,115.0,AD,Total Renewable
2152,2005,75468.0,AE,Total Non-Renewable
2153,2005,0.0,AE,Total Renewable
2154,2005,322.943,AF,Total Non-Renewable
2155,2005,654.185,AF,Total Renewable
2156,2005,298.0,AG,Total Non-Renewable
2157,2005,0.0,AG,Total Renewable
2158,2005,91.358,AI,Total Non-Renewable
2159,2005,0.0,AI,Total Renewable
2160,2005,294.0,AL,Total Non-Renewable
2161,2005,6826.472,AL,Total Renewable
2162,2005,3602.2,AM,Total Non-Renewable
2163,2005,2802.2400000000002,AM,Total Renewable
2164,2005,459.754,AO,Total Non-Renewable
2165,2005,2695.877,AO,Total Renewable
2166,2005,78247.939,AR,Total Non-Renewable
2167,2005,44024.682,AR,Total Renewable
2168,2005,227.43599999999998,AS,Total Non-Renewable
2169,2005,0.0,AS,Total Renewable
2170,2005,27588.594,AT,Total Non-Renewable
2171,2005,55123.952,AT,Total Renewable
2172,2005,248302.0,AU,Total Non-Renewable
2173,2005,29113.4,AU,Total Renewable
2174,2005,1068.466,AW,Total Non-Renewable
2175,2005,0.0,AW,Total Renewable
2176,2005,24050.0,AZ,Total Non-Renewable
2177,2005,3979.0,AZ,Total Renewable
2178,2005,8379.0,BA,Total Non-Renewable
2179,2005,7536.648,BA,Total Renewable
2180,2005,1197.33,BB,Total Non-Renewable
2181,2005,0.588,BB,Total Renewable
2182,2005,34396.732,BD,Total Non-Renewable
2183,2005,1304.835,BD,Total Renewable
2184,2005,41752.3,BE,Total Non-Renewable
2185,2005,2894.84,BE,Total Renewable
2186,2005,619.752,BF,Total Non-Renewable
2187,2005,132.783,BF,Total Renewable
2188,2005,27635.0,BG,Total Non-Renewable
2189,2005,6301.015,BG,Total Renewable
2190,2005,14285.9,BH,Total Non-Renewable
2191,2005,0.0,BH,Total Renewable
2192,2005,11.666,BI,Total Non-Renewable
2193,2005,159.719,BI,Total Renewable
2194,2005,167.436,BJ,Total Non-Renewable
2195,2005,1.252,BJ,Total Renewable
2196,2005,4023.161,BN,Total Non-Renewable
2197,2005,0.0,BN,Total Renewable
2198,2005,3429.239,BO,Total Non-Renewable
2199,2005,2521.89,BO,Total Renewable
2200,2005,53783.86,BR,Total Non-Renewable
2201,2005,425623.151,BR,Total Renewable
2202,2005,2556.0,BS,Total Non-Renewable
2203,2005,7.407,BS,Total Renewable
2204,2005,10.899999999999999,BT,Total Non-Renewable
2205,2005,2968.444,BT,Total Renewable
2206,2005,1131.2,BW,Total Non-Renewable
2207,2005,0.0,BW,Total Renewable
2208,2005,38935.0,BY,Total Non-Renewable
2209,2005,50.103,BY,Total Renewable
2210,2005,177.192,BZ,Total Non-Renewable
2211,2005,144.788,BZ,Total Renewable
2212,2005,191200.0,CA,Total Non-Renewable
2213,2005,446184.764,CA,Total Renewable
2214,2005,26.192999999999998,CD,Total Non-Renewable
2215,2005,9604.871,CD,Total Renewable
2216,2005,19.25,CF,Total Non-Renewable
2217,2005,154.51399999999998,CF,Total Renewable
2218,2005,131.63,CG,Total Non-Renewable
2219,2005,472.306,CG,Total Renewable
2220,2005,1567.0,CH,Total Non-Renewable
2221,2005,45547.0,CH,Total Renewable
2222,2005,4725.342804,CI,Total Non-Renewable
2223,2005,2037.0,CI,Total Renewable
2224,2005,37.602000000000004,CK,Total Non-Renewable
2225,2005,0.197,CK,Total Renewable
2226,2005,30884.519,CL,Total Non-Renewable
2227,2005,34229.778,CL,Total Renewable
2228,2005,511.413,CM,Total Non-Renewable
2229,2005,4491.563,CM,Total Renewable
2230,2005,2432208.0,CN,Total Non-Renewable
2231,2005,516004.892,CN,Total Renewable
2232,2005,14593.242,CO,Total Non-Renewable
2233,2005,49719.389,CO,Total Renewable
2234,2005,666.432,CR,Total Non-Renewable
2235,2005,8266.347,CR,Total Renewable
2236,2005,17791.3,CU,Total Non-Renewable
2237,2005,1126.9,CU,Total Renewable
2238,2005,306.63800000000003,CV,Total Non-Renewable
2239,2005,8.85,CV,Total Renewable
2240,2005,5500.0,CY,Total Non-Renewable
2241,2005,2.146,CY,Total Renewable
2242,2005,65377.0,CZ,Total Non-Renewable
2243,2005,4314.69,CZ,Total Renewable
2244,2005,455343.0,DE,Total Non-Renewable
2245,2005,91877.0,DE,Total Renewable
2246,2005,416.0,DJ,Total Non-Renewable
2247,2005,0.0,DJ,Total Renewable
2248,2005,34557.0,DK,Total Non-Renewable
2249,2005,13755.836,DK,Total Renewable
2250,2005,71.66900000000001,DM,Total Non-Renewable
2251,2005,35.731,DM,Total Renewable
2252,2005,14431.755000000001,DO,Total Non-Renewable
2253,2005,2484.2039999999997,DO,Total Renewable
2254,2005,39896.020000000004,DZ,Total Non-Renewable
2255,2005,831.861,DZ,Total Renewable
2256,2005,8311.888,EC,Total Non-Renewable
2257,2005,8813.857,EC,Total Renewable
2258,2005,12605.0,EE,Total Non-Renewable
2259,2005,159.0,EE,Total Renewable
2260,2005,116964.992,EG,Total Non-Renewable
2261,2005,16520.799,EG,Total Renewable
2262,2005,453.0,ER,Total Non-Renewable
2263,2005,0.0,ER,Total Renewable
2264,2005,224283.21,ES,Total Non-Renewable
2265,2005,68591.369,ES,Total Renewable
2266,2005,208.46,ET,Total Non-Renewable
2267,2005,3604.6720000000005,ET,Total Renewable
2268,2005,32375.0,FI,Total Non-Renewable
2269,2005,28393.573,FI,Total Renewable
2270,2005,511.548,FJ,Total Non-Renewable
2271,2005,559.9659999999999,FJ,Total Renewable
2272,2005,22.4,FK,Total Non-Renewable
2273,2005,1.171,FK,Total Renewable
2274,2005,117.80000000000001,FM,Total Non-Renewable
2275,2005,0.243,FM,Total Renewable
2276,2005,204.23,FO,Total Non-Renewable
2277,2005,144.71,FO,Total Renewable
2278,2005,87149.0,FR,Total Non-Renewable
2279,2005,79168.22,FR,Total Renewable
2280,2005,734.665,GA,Total Non-Renewable
2281,2005,974.6700000000001,GA,Total Renewable
2282,2005,357262.0,GB,Total Non-Renewable
2283,2005,21859.0,GB,Total Renewable
2284,2005,206.002,GD,Total Non-Renewable
2285,2005,0.0,GD,Total Renewable
2286,2005,1590.6,GE,Total Non-Renewable
2287,2005,8591.14,GE,Total Renewable
2288,2005,402.568,GF,Total Non-Renewable
2289,2005,548.834,GF,Total Renewable
2290,2005,1709.0,GH,Total Non-Renewable
2291,2005,6828.005,GH,Total Renewable
2292,2005,330.158,GL,Total Non-Renewable
2293,2005,250.81199999999998,GL,Total Renewable
2294,2005,228.8,GM,Total Non-Renewable
2295,2005,0.0,GM,Total Renewable
2296,2005,505.0,GN,Total Non-Renewable
2297,2005,588.089,GN,Total Renewable
2298,2005,1604.679,GP,Total Non-Renewable
2299,2005,172.671,GP,Total Renewable
2300,2005,196.244,GQ,Total Non-Renewable
2301,2005,12.6,GQ,Total Renewable
2302,2005,62581.0,GR,Total Non-Renewable
2303,2005,10028.676,GR,Total Renewable
2304,2005,4165.589,GT,Total Non-Renewable
2305,2005,5675.62,GT,Total Renewable
2306,2005,2355.7079999999996,GU,Total Non-Renewable
2307,2005,0.0,GU,Total Renewable
2308,2005,43.682,GW,Total Non-Renewable
2309,2005,0.0,GW,Total Renewable
2310,2005,876.337,GY,Total Non-Renewable
2311,2005,64.557,GY,Total Renewable
2312,2005,50419.0,HK,Total Non-Renewable
2313,2005,72.0,HK,Total Renewable
2314,2005,4540.057,HN,Total Non-Renewable
2315,2005,2348.632,HN,Total Renewable
2316,2005,7790.9,HR,Total Non-Renewable
2317,2005,9136.5,HR,Total Renewable
2318,2005,502.044,HT,Total Non-Renewable
2319,2005,321.286,HT,Total Renewable
2320,2005,26265.0,HU,Total Non-Renewable
2321,2005,2291.248,HU,Total Renewable
2322,2005,133190.2,ID,Total Non-Renewable
2323,2005,20569.541,ID,Total Renewable
2324,2005,28815.5,IE,Total Non-Renewable
2325,2005,2620.732,IE,Total Renewable
2326,2005,59476.0,IL,Total Non-Renewable
2327,2005,54.31,IL,Total Renewable
2328,2005,664861.6020000001,IN,Total Non-Renewable
2329,2005,135153.38,IN,Total Renewable
2330,2005,31558.0,IQ,Total Non-Renewable
2331,2005,6586.0,IQ,Total Renewable
2332,2005,197008.0,IR,Total Non-Renewable
2333,2005,22236.345,IR,Total Renewable
2334,2005,147.0,IS,Total Non-Renewable
2335,2005,8187.286,IS,Total Renewable
2336,2005,306596.0,IT,Total Non-Renewable
2337,2005,62690.825,IT,Total Renewable
2338,2005,4402.068,JM,Total Non-Renewable
2339,2005,298.68800000000005,JM,Total Renewable
2340,2005,11445.0,JO,Total Non-Renewable
2341,2005,79.415,JO,Total Renewable
2342,2005,853303.0,JP,Total Non-Renewable
2343,2005,125074.0,JP,Total Renewable
2344,2005,1847.8,KE,Total Non-Renewable
2345,2005,3806.34,KE,Total Renewable
2346,2005,2978.2,KG,Total Non-Renewable
2347,2005,16923.8,KG,Total Renewable
2348,2005,1053.983,KH,Total Non-Renewable
2349,2005,58.056,KH,Total Renewable
2350,2005,26.75,KI,Total Non-Renewable
2351,2005,0.643,KI,Total Renewable
2352,2005,55.404,KM,Total Non-Renewable
2353,2005,6.448,KM,Total Renewable
2354,2005,238.9,KN,Total Non-Renewable
2355,2005,0.0,KN,Total Renewable
2356,2005,11410.0,KP,Total Non-Renewable
2357,2005,17944.834,KP,Total Renewable
2358,2005,280052.0,KR,Total Non-Renewable
2359,2005,5899.0,KR,Total Renewable
2360,2005,53922.8,KW,Total Non-Renewable
2361,2005,0.0,KW,Total Renewable
2362,2005,675.78,KY,Total Non-Renewable
2363,2005,0.0,KY,Total Renewable
2364,2005,76497.0,KZ,Total Non-Renewable
2365,2005,10149.0,KZ,Total Renewable
2366,2005,0.0,LA,Total Non-Renewable
2367,2005,4242.478999999999,LA,Total Renewable
